Topology: ( 300 Nodes, 300 Edges )
73 932.00 535.00 2 2 -1 RT_NONE 
74 198.00 146.00 2 2 -1 RT_NONE 
75 106.00 170.00 4 4 -1 RT_NONE 
76 870.00 92.00 1 1 -1 RT_NONE 
77 714.00 795.00 4 4 -1 RT_NONE 
78 554.00 369.00 6 6 -1 RT_NONE 
79 140.00 717.00 2 2 -1 RT_NONE 
80 978.00 561.00 3 3 -1 RT_NONE 
81 475.00 768.00 3 3 -1 RT_NONE 
82 303.00 3.00 1 1 -1 RT_NONE 
83 565.00 19.00 1 1 -1 RT_NONE 
84 764.00 257.00 3 3 -1 RT_NONE 
85 893.00 618.00 1 1 -1 RT_NONE 
86 387.00 680.00 3 3 -1 RT_NONE 
87 6.00 366.00 3 3 -1 RT_NONE 
88 92.00 854.00 1 1 -1 RT_NONE 
89 445.00 80.00 6 6 -1 RT_NONE 
90 973.00 714.00 1 1 -1 RT_NONE 
91 791.00 287.00 3 3 -1 RT_NONE 
92 912.00 252.00 3 3 -1 RT_NONE 
93 80.00 270.00 3 3 -1 RT_NONE 
94 452.00 790.00 2 2 -1 RT_NONE 
95 566.00 903.00 2 2 -1 RT_NONE 
96 75.00 480.00 1 1 -1 RT_NONE 
97 963.00 845.00 1 1 -1 RT_NONE 
98 119.00 378.00 1 1 -1 RT_NONE 
99 799.00 704.00 2 2 -1 RT_NONE 
100 508.00 832.00 1 1 -1 RT_NONE 
101 231.00 525.00 2 2 -1 RT_NONE 
102 538.00 399.00 3 3 -1 RT_NONE 
103 980.00 223.00 1 1 -1 RT_NONE 
104 431.00 710.00 1 1 -1 RT_NONE 
105 29.00 244.00 2 2 -1 RT_NONE 
106 543.00 936.00 3 3 -1 RT_NONE 
107 5.00 683.00 2 2 -1 RT_NONE 
108 104.00 958.00 2 2 -1 RT_NONE 
109 149.00 842.00 1 1 -1 RT_NONE 
110 213.00 479.00 2 2 -1 RT_NONE 
111 710.00 790.00 2 2 -1 RT_NONE 
112 987.00 127.00 2 2 -1 RT_NONE 
113 20.00 926.00 1 1 -1 RT_NONE 
114 723.00 803.00 2 2 -1 RT_NONE 
115 456.00 519.00 2 2 -1 RT_NONE 
116 772.00 388.00 2 2 -1 RT_NONE 
117 965.00 670.00 3 3 -1 RT_NONE 
118 481.00 466.00 3 3 -1 RT_NONE 
119 909.00 701.00 3 3 -1 RT_NONE 
120 107.00 821.00 3 3 -1 RT_NONE 
121 873.00 960.00 2 2 -1 RT_NONE 
122 479.00 575.00 3 3 -1 RT_NONE 
123 112.00 924.00 1 1 -1 RT_NONE 
124 854.00 603.00 2 2 -1 RT_NONE 
125 64.00 917.00 1 1 -1 RT_NONE 
126 292.00 825.00 1 1 -1 RT_NONE 
127 372.00 705.00 3 3 -1 RT_NONE 
128 536.00 191.00 2 2 -1 RT_NONE 
129 971.00 132.00 2 2 -1 RT_NONE 
130 326.00 288.00 3 3 -1 RT_NONE 
131 634.00 268.00 1 1 -1 RT_NONE 
132 138.00 430.00 1 1 -1 RT_NONE 
133 247.00 846.00 3 3 -1 RT_NONE 
134 206.00 903.00 2 2 -1 RT_NONE 
135 418.00 634.00 1 1 -1 RT_NONE 
136 697.00 243.00 3 3 -1 RT_NONE 
137 615.00 614.00 2 2 -1 RT_NONE 
138 608.00 313.00 2 2 -1 RT_NONE 
139 388.00 567.00 1 1 -1 RT_NONE 
140 497.00 333.00 2 2 -1 RT_NONE 
141 640.00 137.00 1 1 -1 RT_NONE 
142 317.00 559.00 2 2 -1 RT_NONE 
143 475.00 909.00 1 1 -1 RT_NONE 
144 754.00 515.00 2 2 -1 RT_NONE 
145 136.00 158.00 3 3 -1 RT_NONE 
146 974.00 85.00 1 1 -1 RT_NONE 
147 419.00 58.00 2 2 -1 RT_NONE 
148 325.00 406.00 1 1 -1 RT_NONE 
149 854.00 142.00 2 2 -1 RT_NONE 
150 489.00 822.00 3 3 -1 RT_NONE 
151 736.00 268.00 2 2 -1 RT_NONE 
152 517.00 571.00 2 2 -1 RT_NONE 
153 250.00 381.00 2 2 -1 RT_NONE 
154 546.00 361.00 3 3 -1 RT_NONE 
155 579.00 393.00 1 1 -1 RT_NONE 
156 676.00 891.00 2 2 -1 RT_NONE 
157 351.00 102.00 1 1 -1 RT_NONE 
158 900.00 945.00 1 1 -1 RT_NONE 
159 680.00 89.00 2 2 -1 RT_NONE 
160 120.00 104.00 1 1 -1 RT_NONE 
161 56.00 631.00 1 1 -1 RT_NONE 
162 814.00 969.00 1 1 -1 RT_NONE 
163 591.00 249.00 2 2 -1 RT_NONE 
164 774.00 900.00 2 2 -1 RT_NONE 
165 468.00 164.00 2 2 -1 RT_NONE 
166 689.00 593.00 1 1 -1 RT_NONE 
167 750.00 756.00 1 1 -1 RT_NONE 
168 866.00 21.00 1 1 -1 RT_NONE 
169 880.00 593.00 2 2 -1 RT_NONE 
170 783.00 406.00 2 2 -1 RT_NONE 
171 854.00 362.00 2 2 -1 RT_NONE 
172 582.00 181.00 2 2 -1 RT_NONE 
173 738.00 168.00 1 1 -1 RT_NONE 
174 638.00 656.00 1 1 -1 RT_NONE 
175 841.00 576.00 1 1 -1 RT_NONE 
176 457.00 802.00 1 1 -1 RT_NONE 
177 283.00 686.00 1 1 -1 RT_NONE 
178 283.00 573.00 1 1 -1 RT_NONE 
179 385.00 691.00 2 2 -1 RT_NONE 
180 947.00 779.00 1 1 -1 RT_NONE 
181 691.00 769.00 1 1 -1 RT_NONE 
182 630.00 436.00 1 1 -1 RT_NONE 
183 591.00 475.00 1 1 -1 RT_NONE 
184 83.00 168.00 1 1 -1 RT_NONE 
185 398.00 378.00 1 1 -1 RT_NONE 
186 143.00 288.00 2 2 -1 RT_NONE 
187 258.00 328.00 2 2 -1 RT_NONE 
188 881.00 820.00 1 1 -1 RT_NONE 
189 598.00 249.00 2 2 -1 RT_NONE 
190 304.00 394.00 2 2 -1 RT_NONE 
191 696.00 216.00 1 1 -1 RT_NONE 
192 571.00 498.00 2 2 -1 RT_NONE 
193 18.00 854.00 1 1 -1 RT_NONE 
194 49.00 535.00 1 1 -1 RT_NONE 
195 154.00 867.00 1 1 -1 RT_NONE 
196 325.00 397.00 1 1 -1 RT_NONE 
197 199.00 188.00 1 1 -1 RT_NONE 
198 668.00 210.00 1 1 -1 RT_NONE 
199 505.00 919.00 1 1 -1 RT_NONE 
200 300.00 423.00 4 4 -1 RT_NONE 
201 901.00 563.00 1 1 -1 RT_NONE 
202 613.00 573.00 2 2 -1 RT_NONE 
203 331.00 187.00 1 1 -1 RT_NONE 
204 852.00 968.00 3 3 -1 RT_NONE 
205 430.00 92.00 1 1 -1 RT_NONE 
206 451.00 839.00 1 1 -1 RT_NONE 
207 134.00 323.00 1 1 -1 RT_NONE 
208 663.00 539.00 2 2 -1 RT_NONE 
209 905.00 429.00 2 2 -1 RT_NONE 
210 365.00 391.00 2 2 -1 RT_NONE 
211 429.00 99.00 2 2 -1 RT_NONE 
212 98.00 279.00 1 1 -1 RT_NONE 
213 654.00 641.00 2 2 -1 RT_NONE 
214 934.00 2.00 1 1 -1 RT_NONE 
215 174.00 426.00 2 2 -1 RT_NONE 
216 561.00 347.00 2 2 -1 RT_NONE 
217 257.00 784.00 2 2 -1 RT_NONE 
218 636.00 465.00 1 1 -1 RT_NONE 
219 58.00 5.00 1 1 -1 RT_NONE 
220 783.00 154.00 2 2 -1 RT_NONE 
221 977.00 895.00 1 1 -1 RT_NONE 
222 476.00 369.00 1 1 -1 RT_NONE 
223 920.00 218.00 1 1 -1 RT_NONE 
224 940.00 640.00 3 3 -1 RT_NONE 
225 697.00 602.00 1 1 -1 RT_NONE 
226 343.00 952.00 2 2 -1 RT_NONE 
227 726.00 424.00 1 1 -1 RT_NONE 
228 287.00 158.00 1 1 -1 RT_NONE 
229 786.00 498.00 1 1 -1 RT_NONE 
230 247.00 759.00 1 1 -1 RT_NONE 
231 323.00 381.00 1 1 -1 RT_NONE 
232 464.00 15.00 1 1 -1 RT_NONE 
233 744.00 751.00 1 1 -1 RT_NONE 
234 371.00 286.00 1 1 -1 RT_NONE 
235 424.00 885.00 2 2 -1 RT_NONE 
236 12.00 417.00 2 2 -1 RT_NONE 
237 860.00 183.00 1 1 -1 RT_NONE 
238 959.00 941.00 1 1 -1 RT_NONE 
239 108.00 55.00 1 1 -1 RT_NONE 
240 677.00 374.00 1 1 -1 RT_NONE 
241 576.00 147.00 1 1 -1 RT_NONE 
242 417.00 394.00 1 1 -1 RT_NONE 
243 447.00 916.00 1 1 -1 RT_NONE 
244 987.00 99.00 1 1 -1 RT_NONE 
245 721.00 140.00 2 2 -1 RT_NONE 
246 638.00 868.00 1 1 -1 RT_NONE 
247 741.00 46.00 1 1 -1 RT_NONE 
248 588.00 303.00 1 1 -1 RT_NONE 
249 505.00 967.00 1 1 -1 RT_NONE 
250 119.00 458.00 1 1 -1 RT_NONE 
251 68.00 26.00 2 2 -1 RT_NONE 
252 423.00 199.00 1 1 -1 RT_NONE 
253 81.00 114.00 1 1 -1 RT_NONE 
254 694.00 613.00 1 1 -1 RT_NONE 
255 536.00 517.00 1 1 -1 RT_NONE 
256 409.00 577.00 1 1 -1 RT_NONE 
257 421.00 658.00 1 1 -1 RT_NONE 
258 691.00 956.00 1 1 -1 RT_NONE 
259 713.00 980.00 1 1 -1 RT_NONE 
260 278.00 53.00 1 1 -1 RT_NONE 
261 566.00 571.00 1 1 -1 RT_NONE 
262 153.00 39.00 1 1 -1 RT_NONE 
263 60.00 326.00 1 1 -1 RT_NONE 
264 545.00 904.00 1 1 -1 RT_NONE 
265 81.00 596.00 2 2 -1 RT_NONE 
266 961.00 850.00 1 1 -1 RT_NONE 
267 675.00 950.00 1 1 -1 RT_NONE 
268 461.00 248.00 1 1 -1 RT_NONE 
269 733.00 307.00 1 1 -1 RT_NONE 
270 159.00 805.00 1 1 -1 RT_NONE 
271 433.00 159.00 1 1 -1 RT_NONE 
272 660.00 637.00 1 1 -1 RT_NONE 
273 991.00 955.00 1 1 -1 RT_NONE 
274 354.00 673.00 1 1 -1 RT_NONE 
275 40.00 35.00 1 1 -1 RT_NONE 
276 277.00 931.00 1 1 -1 RT_NONE 
277 896.00 848.00 1 1 -1 RT_NONE 
278 898.00 814.00 1 1 -1 RT_NONE 
279 516.00 146.00 1 1 -1 RT_NONE 
280 371.00 713.00 1 1 -1 RT_NONE 
281 8.00 332.00 1 1 -1 RT_NONE 
282 411.00 893.00 1 1 -1 RT_NONE 
283 993.00 890.00 1 1 -1 RT_NONE 
284 764.00 552.00 1 1 -1 RT_NONE 
285 576.00 300.00 1 1 -1 RT_NONE 
286 569.00 948.00 1 1 -1 RT_NONE 
287 930.00 583.00 1 1 -1 RT_NONE 
288 388.00 849.00 1 1 -1 RT_NONE 
289 591.00 725.00 1 1 -1 RT_NONE 
290 360.00 877.00 1 1 -1 RT_NONE 
291 972.00 485.00 1 1 -1 RT_NONE 
292 379.00 324.00 1 1 -1 RT_NONE 
293 675.00 122.00 1 1 -1 RT_NONE 
294 934.00 274.00 1 1 -1 RT_NONE 
295 217.00 438.00 1 1 -1 RT_NONE 
296 45.00 423.00 1 1 -1 RT_NONE 
297 336.00 448.00 1 1 -1 RT_NONE 
298 455.00 347.00 1 1 -1 RT_NONE 
299 261.00 146.00 1 1 -1 RT_NONE 

Edges: (300):
0 1 0 588.41 1.96 -1.00 -1 -1 E_RT_NONE U
1 2 0 262.71 0.88 -1.00 -1 -1 E_RT_NONE U
2 3 2 177.49 0.59 -1.00 -1 -1 E_RT_NONE U
3 4 1 144.70 0.48 -1.00 -1 -1 E_RT_NONE U
4 5 2 248.31 0.83 -1.00 -1 -1 E_RT_NONE U
5 6 0 302.42 1.01 -1.00 -1 -1 E_RT_NONE U
6 7 1 419.82 1.40 -1.00 -1 -1 E_RT_NONE U
7 8 3 121.20 0.40 -1.00 -1 -1 E_RT_NONE U
8 9 2 177.86 0.59 -1.00 -1 -1 E_RT_NONE U
9 10 7 363.35 1.21 -1.00 -1 -1 E_RT_NONE U
10 11 3 177.88 0.59 -1.00 -1 -1 E_RT_NONE U
11 12 4 251.20 0.84 -1.00 -1 -1 E_RT_NONE U
12 13 7 168.13 0.56 -1.00 -1 -1 E_RT_NONE U
13 14 12 344.05 1.15 -1.00 -1 -1 E_RT_NONE U
14 15 0 72.20 0.24 -1.00 -1 -1 E_RT_NONE U
15 16 9 172.65 0.58 -1.00 -1 -1 E_RT_NONE U
16 17 3 86.00 0.29 -1.00 -1 -1 E_RT_NONE U
17 18 2 277.00 0.92 -1.00 -1 -1 E_RT_NONE U
18 19 12 322.18 1.07 -1.00 -1 -1 E_RT_NONE U
19 20 11 182.92 0.61 -1.00 -1 -1 E_RT_NONE U
20 21 10 45.31 0.15 -1.00 -1 -1 E_RT_NONE U
21 22 18 496.38 1.66 -1.00 -1 -1 E_RT_NONE U
22 23 9 447.45 1.49 -1.00 -1 -1 E_RT_NONE U
23 24 14 201.08 0.67 -1.00 -1 -1 E_RT_NONE U
24 25 22 147.71 0.49 -1.00 -1 -1 E_RT_NONE U
25 26 17 343.93 1.15 -1.00 -1 -1 E_RT_NONE U
26 27 9 465.66 1.55 -1.00 -1 -1 E_RT_NONE U
27 28 9 263.75 0.88 -1.00 -1 -1 E_RT_NONE U
28 29 17 350.13 1.17 -1.00 -1 -1 E_RT_NONE U
29 30 6 137.32 0.46 -1.00 -1 -1 E_RT_NONE U
30 31 25 430.47 1.44 -1.00 -1 -1 E_RT_NONE U
31 32 5 153.65 0.51 -1.00 -1 -1 E_RT_NONE U
32 33 14 332.69 1.11 -1.00 -1 -1 E_RT_NONE U
33 34 7 91.84 0.31 -1.00 -1 -1 E_RT_NONE U
34 35 17 240.19 0.80 -1.00 -1 -1 E_RT_NONE U
35 36 8 162.20 0.54 -1.00 -1 -1 E_RT_NONE U
36 37 9 372.55 1.24 -1.00 -1 -1 E_RT_NONE U
37 38 35 251.14 0.84 -1.00 -1 -1 E_RT_NONE U
38 39 36 368.31 1.23 -1.00 -1 -1 E_RT_NONE U
39 40 6 368.41 1.23 -1.00 -1 -1 E_RT_NONE U
40 41 6 290.69 0.97 -1.00 -1 -1 E_RT_NONE U
41 42 3 130.25 0.43 -1.00 -1 -1 E_RT_NONE U
42 43 16 161.21 0.54 -1.00 -1 -1 E_RT_NONE U
43 44 7 14.14 0.05 -1.00 -1 -1 E_RT_NONE U
44 45 32 168.68 0.56 -1.00 -1 -1 E_RT_NONE U
45 46 2 218.96 0.73 -1.00 -1 -1 E_RT_NONE U
46 47 11 149.57 0.50 -1.00 -1 -1 E_RT_NONE U
47 48 16 28.86 0.10 -1.00 -1 -1 E_RT_NONE U
48 49 14 126.91 0.42 -1.00 -1 -1 E_RT_NONE U
49 50 4 100.32 0.33 -1.00 -1 -1 E_RT_NONE U
50 51 12 166.96 0.56 -1.00 -1 -1 E_RT_NONE U
51 52 8 157.97 0.53 -1.00 -1 -1 E_RT_NONE U
52 53 7 323.79 1.08 -1.00 -1 -1 E_RT_NONE U
53 54 21 107.65 0.36 -1.00 -1 -1 E_RT_NONE U
54 55 39 220.91 0.74 -1.00 -1 -1 E_RT_NONE U
55 56 25 162.53 0.54 -1.00 -1 -1 E_RT_NONE U
56 57 41 270.56 0.90 -1.00 -1 -1 E_RT_NONE U
57 58 49 495.31 1.65 -1.00 -1 -1 E_RT_NONE U
58 59 15 194.08 0.65 -1.00 -1 -1 E_RT_NONE U
59 60 49 201.55 0.67 -1.00 -1 -1 E_RT_NONE U
60 61 58 265.86 0.89 -1.00 -1 -1 E_RT_NONE U
61 62 34 335.34 1.12 -1.00 -1 -1 E_RT_NONE U
62 63 39 225.89 0.75 -1.00 -1 -1 E_RT_NONE U
63 64 25 11.40 0.04 -1.00 -1 -1 E_RT_NONE U
64 65 39 182.22 0.61 -1.00 -1 -1 E_RT_NONE U
65 66 61 374.34 1.25 -1.00 -1 -1 E_RT_NONE U
66 67 31 415.15 1.38 -1.00 -1 -1 E_RT_NONE U
67 68 4 235.61 0.79 -1.00 -1 -1 E_RT_NONE U
68 69 58 343.02 1.14 -1.00 -1 -1 E_RT_NONE U
69 70 12 317.98 1.06 -1.00 -1 -1 E_RT_NONE U
70 71 35 61.03 0.20 -1.00 -1 -1 E_RT_NONE U
71 72 47 93.30 0.31 -1.00 -1 -1 E_RT_NONE U
72 73 28 302.87 1.01 -1.00 -1 -1 E_RT_NONE U
73 74 53 262.07 0.87 -1.00 -1 -1 E_RT_NONE U
74 75 15 246.76 0.82 -1.00 -1 -1 E_RT_NONE U
75 76 21 29.55 0.10 -1.00 -1 -1 E_RT_NONE U
76 77 30 212.16 0.71 -1.00 -1 -1 E_RT_NONE U
77 78 29 107.56 0.36 -1.00 -1 -1 E_RT_NONE U
78 79 32 247.68 0.83 -1.00 -1 -1 E_RT_NONE U
79 80 28 348.01 1.16 -1.00 -1 -1 E_RT_NONE U
80 81 3 148.95 0.50 -1.00 -1 -1 E_RT_NONE U
81 82 50 742.65 2.48 -1.00 -1 -1 E_RT_NONE U
82 83 22 384.01 1.28 -1.00 -1 -1 E_RT_NONE U
83 84 56 124.95 0.42 -1.00 -1 -1 E_RT_NONE U
84 85 29 492.84 1.64 -1.00 -1 -1 E_RT_NONE U
85 86 44 461.70 1.54 -1.00 -1 -1 E_RT_NONE U
86 87 75 220.04 0.73 -1.00 -1 -1 E_RT_NONE U
87 88 18 530.62 1.77 -1.00 -1 -1 E_RT_NONE U
88 89 19 395.58 1.32 -1.00 -1 -1 E_RT_NONE U
89 90 55 51.48 0.17 -1.00 -1 -1 E_RT_NONE U
90 91 4 244.72 0.82 -1.00 -1 -1 E_RT_NONE U
91 92 84 148.08 0.49 -1.00 -1 -1 E_RT_NONE U
92 93 47 388.50 1.30 -1.00 -1 -1 E_RT_NONE U
93 94 69 318.30 1.06 -1.00 -1 -1 E_RT_NONE U
94 95 9 199.62 0.67 -1.00 -1 -1 E_RT_NONE U
95 96 87 133.26 0.44 -1.00 -1 -1 E_RT_NONE U
96 97 77 253.97 0.85 -1.00 -1 -1 E_RT_NONE U
97 98 46 538.03 1.79 -1.00 -1 -1 E_RT_NONE U
98 99 49 225.57 0.75 -1.00 -1 -1 E_RT_NONE U
99 100 27 573.38 1.91 -1.00 -1 -1 E_RT_NONE U
100 101 93 296.35 0.99 -1.00 -1 -1 E_RT_NONE U
101 102 33 234.76 0.78 -1.00 -1 -1 E_RT_NONE U
102 103 50 143.75 0.48 -1.00 -1 -1 E_RT_NONE U
103 104 81 72.80 0.24 -1.00 -1 -1 E_RT_NONE U
104 105 87 124.15 0.41 -1.00 -1 -1 E_RT_NONE U
105 106 95 40.22 0.13 -1.00 -1 -1 E_RT_NONE U
106 107 3 354.87 1.18 -1.00 -1 -1 E_RT_NONE U
107 108 45 141.74 0.47 -1.00 -1 -1 E_RT_NONE U
108 109 99 664.49 2.22 -1.00 -1 -1 E_RT_NONE U
109 110 101 49.40 0.16 -1.00 -1 -1 E_RT_NONE U
110 111 106 221.82 0.74 -1.00 -1 -1 E_RT_NONE U
111 112 4 338.08 1.13 -1.00 -1 -1 E_RT_NONE U
112 113 37 301.99 1.01 -1.00 -1 -1 E_RT_NONE U
113 114 61 220.78 0.74 -1.00 -1 -1 E_RT_NONE U
114 115 81 249.72 0.83 -1.00 -1 -1 E_RT_NONE U
115 116 25 155.86 0.52 -1.00 -1 -1 E_RT_NONE U
116 117 80 109.77 0.37 -1.00 -1 -1 E_RT_NONE U
117 118 71 112.07 0.37 -1.00 -1 -1 E_RT_NONE U
118 119 23 20.62 0.07 -1.00 -1 -1 E_RT_NONE U
119 120 86 313.50 1.05 -1.00 -1 -1 E_RT_NONE U
120 121 51 349.98 1.17 -1.00 -1 -1 E_RT_NONE U
121 122 117 495.20 1.65 -1.00 -1 -1 E_RT_NONE U
122 123 108 34.93 0.12 -1.00 -1 -1 E_RT_NONE U
123 124 68 202.43 0.68 -1.00 -1 -1 E_RT_NONE U
124 125 32 40.52 0.14 -1.00 -1 -1 E_RT_NONE U
125 126 43 350.12 1.17 -1.00 -1 -1 E_RT_NONE U
126 127 78 382.13 1.27 -1.00 -1 -1 E_RT_NONE U
127 128 89 143.53 0.48 -1.00 -1 -1 E_RT_NONE U
128 129 54 244.24 0.81 -1.00 -1 -1 E_RT_NONE U
129 130 29 167.84 0.56 -1.00 -1 -1 E_RT_NONE U
130 131 18 349.72 1.17 -1.00 -1 -1 E_RT_NONE U
131 132 78 420.45 1.40 -1.00 -1 -1 E_RT_NONE U
132 133 120 142.21 0.47 -1.00 -1 -1 E_RT_NONE U
133 134 5 32.14 0.11 -1.00 -1 -1 E_RT_NONE U
134 135 6 5.39 0.02 -1.00 -1 -1 E_RT_NONE U
135 136 89 300.12 1.00 -1.00 -1 -1 E_RT_NONE U
136 137 118 199.65 0.67 -1.00 -1 -1 E_RT_NONE U
137 138 34 39.01 0.13 -1.00 -1 -1 E_RT_NONE U
138 139 77 397.82 1.33 -1.00 -1 -1 E_RT_NONE U
139 140 102 77.70 0.26 -1.00 -1 -1 E_RT_NONE U
140 141 51 505.76 1.69 -1.00 -1 -1 E_RT_NONE U
141 142 122 162.79 0.54 -1.00 -1 -1 E_RT_NONE U
142 143 36 93.23 0.31 -1.00 -1 -1 E_RT_NONE U
143 144 52 581.85 1.94 -1.00 -1 -1 E_RT_NONE U
144 145 93 125.22 0.42 -1.00 -1 -1 E_RT_NONE U
145 146 54 229.02 0.76 -1.00 -1 -1 E_RT_NONE U
146 147 91 436.84 1.46 -1.00 -1 -1 E_RT_NONE U
147 148 89 347.38 1.16 -1.00 -1 -1 E_RT_NONE U
148 149 136 186.68 0.62 -1.00 -1 -1 E_RT_NONE U
149 150 41 119.41 0.40 -1.00 -1 -1 E_RT_NONE U
150 151 92 176.73 0.59 -1.00 -1 -1 E_RT_NONE U
151 152 94 228.44 0.76 -1.00 -1 -1 E_RT_NONE U
152 153 74 240.68 0.80 -1.00 -1 -1 E_RT_NONE U
153 154 34 52.33 0.17 -1.00 -1 -1 E_RT_NONE U
154 155 34 79.63 0.27 -1.00 -1 -1 E_RT_NONE U
155 156 38 327.63 1.09 -1.00 -1 -1 E_RT_NONE U
156 157 140 273.27 0.91 -1.00 -1 -1 E_RT_NONE U
157 158 111 245.20 0.82 -1.00 -1 -1 E_RT_NONE U
158 159 91 226.99 0.76 -1.00 -1 -1 E_RT_NONE U
159 160 145 56.32 0.19 -1.00 -1 -1 E_RT_NONE U
160 161 37 33.02 0.11 -1.00 -1 -1 E_RT_NONE U
161 162 119 284.34 0.95 -1.00 -1 -1 E_RT_NONE U
162 163 1 360.11 1.20 -1.00 -1 -1 E_RT_NONE U
163 164 9 364.59 1.22 -1.00 -1 -1 E_RT_NONE U
164 165 89 87.09 0.29 -1.00 -1 -1 E_RT_NONE U
165 166 144 101.53 0.34 -1.00 -1 -1 E_RT_NONE U
166 167 55 198.02 0.66 -1.00 -1 -1 E_RT_NONE U
167 168 165 422.91 1.41 -1.00 -1 -1 E_RT_NONE U
168 169 151 355.47 1.19 -1.00 -1 -1 E_RT_NONE U
169 170 4 186.26 0.62 -1.00 -1 -1 E_RT_NONE U
170 171 170 83.53 0.28 -1.00 -1 -1 E_RT_NONE U
171 172 84 197.23 0.66 -1.00 -1 -1 E_RT_NONE U
172 173 67 57.72 0.19 -1.00 -1 -1 E_RT_NONE U
173 174 124 222.41 0.74 -1.00 -1 -1 E_RT_NONE U
174 175 77 253.16 0.84 -1.00 -1 -1 E_RT_NONE U
175 176 8 31.14 0.10 -1.00 -1 -1 E_RT_NONE U
176 177 142 131.47 0.44 -1.00 -1 -1 E_RT_NONE U
177 178 152 234.01 0.78 -1.00 -1 -1 E_RT_NONE U
178 179 45 263.49 0.88 -1.00 -1 -1 E_RT_NONE U
179 180 169 197.70 0.66 -1.00 -1 -1 E_RT_NONE U
180 181 172 598.02 1.99 -1.00 -1 -1 E_RT_NONE U
181 182 7 227.61 0.76 -1.00 -1 -1 E_RT_NONE U
