Topology: ( 300 Nodes, 300 Edges )
73 202.00 356.00 1 1 -1 RT_NONE 
74 235.00 642.00 2 2 -1 RT_NONE 
75 306.00 815.00 1 1 -1 RT_NONE 
76 201.00 935.00 4 4 -1 RT_NONE 
77 48.00 880.00 2 2 -1 RT_NONE 
78 950.00 633.00 1 1 -1 RT_NONE 
79 353.00 306.00 4 4 -1 RT_NONE 
80 730.00 726.00 2 2 -1 RT_NONE 
81 967.00 179.00 3 3 -1 RT_NONE 
82 665.00 273.00 2 2 -1 RT_NONE 
83 480.00 798.00 4 4 -1 RT_NONE 
84 585.00 986.00 3 3 -1 RT_NONE 
85 2.00 466.00 1 1 -1 RT_NONE 
86 350.00 927.00 1 1 -1 RT_NONE 
87 114.00 310.00 3 3 -1 RT_NONE 
88 484.00 56.00 3 3 -1 RT_NONE 
89 6.00 138.00 2 2 -1 RT_NONE 
90 408.00 302.00 4 4 -1 RT_NONE 
91 102.00 703.00 2 2 -1 RT_NONE 
92 105.00 465.00 2 2 -1 RT_NONE 
93 771.00 834.00 1 1 -1 RT_NONE 
94 271.00 688.00 2 2 -1 RT_NONE 
95 29.00 681.00 4 4 -1 RT_NONE 
96 6.00 284.00 1 1 -1 RT_NONE 
97 533.00 125.00 2 2 -1 RT_NONE 
98 485.00 501.00 3 3 -1 RT_NONE 
99 613.00 399.00 1 1 -1 RT_NONE 
100 165.00 861.00 3 3 -1 RT_NONE 
101 371.00 245.00 3 3 -1 RT_NONE 
102 289.00 677.00 1 1 -1 RT_NONE 
103 712.00 884.00 1 1 -1 RT_NONE 
104 722.00 782.00 1 1 -1 RT_NONE 
105 718.00 754.00 2 2 -1 RT_NONE 
106 790.00 929.00 3 3 -1 RT_NONE 
107 297.00 610.00 3 3 -1 RT_NONE 
108 221.00 249.00 2 2 -1 RT_NONE 
109 637.00 217.00 2 2 -1 RT_NONE 
110 979.00 33.00 1 1 -1 RT_NONE 
111 391.00 150.00 1 1 -1 RT_NONE 
112 670.00 380.00 3 3 -1 RT_NONE 
113 627.00 301.00 2 2 -1 RT_NONE 
114 845.00 164.00 2 2 -1 RT_NONE 
115 349.00 426.00 4 4 -1 RT_NONE 
116 134.00 543.00 3 3 -1 RT_NONE 
117 150.00 879.00 1 1 -1 RT_NONE 
118 802.00 14.00 2 2 -1 RT_NONE 
119 272.00 179.00 2 2 -1 RT_NONE 
120 488.00 9.00 3 3 -1 RT_NONE 
121 996.00 934.00 2 2 -1 RT_NONE 
122 226.00 751.00 5 5 -1 RT_NONE 
123 804.00 604.00 2 2 -1 RT_NONE 
124 894.00 103.00 1 1 -1 RT_NONE 
125 382.00 718.00 2 2 -1 RT_NONE 
126 802.00 86.00 1 1 -1 RT_NONE 
127 217.00 419.00 1 1 -1 RT_NONE 
128 181.00 930.00 1 1 -1 RT_NONE 
129 34.00 885.00 2 2 -1 RT_NONE 
130 770.00 593.00 1 1 -1 RT_NONE 
131 964.00 511.00 3 3 -1 RT_NONE 
132 799.00 581.00 1 1 -1 RT_NONE 
133 494.00 447.00 2 2 -1 RT_NONE 
134 9.00 694.00 4 4 -1 RT_NONE 
135 792.00 447.00 1 1 -1 RT_NONE 
136 580.00 312.00 1 1 -1 RT_NONE 
137 321.00 754.00 1 1 -1 RT_NONE 
138 195.00 490.00 1 1 -1 RT_NONE 
139 544.00 22.00 2 2 -1 RT_NONE 
140 856.00 917.00 3 3 -1 RT_NONE 
141 772.00 927.00 2 2 -1 RT_NONE 
142 234.00 640.00 2 2 -1 RT_NONE 
143 513.00 237.00 3 3 -1 RT_NONE 
144 485.00 839.00 2 2 -1 RT_NONE 
145 274.00 729.00 2 2 -1 RT_NONE 
146 888.00 414.00 2 2 -1 RT_NONE 
147 181.00 295.00 2 2 -1 RT_NONE 
148 763.00 109.00 1 1 -1 RT_NONE 
149 750.00 294.00 1 1 -1 RT_NONE 
150 927.00 495.00 1 1 -1 RT_NONE 
151 998.00 237.00 2 2 -1 RT_NONE 
152 809.00 824.00 1 1 -1 RT_NONE 
153 42.00 929.00 1 1 -1 RT_NONE 
154 201.00 120.00 1 1 -1 RT_NONE 
155 634.00 592.00 1 1 -1 RT_NONE 
156 787.00 501.00 5 5 -1 RT_NONE 
157 260.00 266.00 2 2 -1 RT_NONE 
158 731.00 661.00 1 1 -1 RT_NONE 
159 778.00 1.00 3 3 -1 RT_NONE 
160 234.00 305.00 1 1 -1 RT_NONE 
161 867.00 324.00 1 1 -1 RT_NONE 
162 308.00 799.00 2 2 -1 RT_NONE 
163 140.00 100.00 3 3 -1 RT_NONE 
164 837.00 850.00 2 2 -1 RT_NONE 
165 729.00 698.00 1 1 -1 RT_NONE 
166 95.00 49.00 1 1 -1 RT_NONE 
167 785.00 97.00 3 3 -1 RT_NONE 
168 250.00 7.00 2 2 -1 RT_NONE 
169 115.00 963.00 1 1 -1 RT_NONE 
170 440.00 485.00 1 1 -1 RT_NONE 
171 284.00 352.00 1 1 -1 RT_NONE 
172 902.00 896.00 3 3 -1 RT_NONE 
173 903.00 544.00 1 1 -1 RT_NONE 
174 408.00 194.00 2 2 -1 RT_NONE 
175 507.00 3.00 1 1 -1 RT_NONE 
176 329.00 38.00 1 1 -1 RT_NONE 
177 797.00 785.00 2 2 -1 RT_NONE 
178 592.00 142.00 1 1 -1 RT_NONE 
179 996.00 95.00 1 1 -1 RT_NONE 
180 222.00 470.00 2 2 -1 RT_NONE 
181 428.00 650.00 1 1 -1 RT_NONE 
182 357.00 867.00 1 1 -1 RT_NONE 
183 45.00 972.00 1 1 -1 RT_NONE 
184 267.00 460.00 2 2 -1 RT_NONE 
185 624.00 547.00 1 1 -1 RT_NONE 
186 29.00 637.00 1 1 -1 RT_NONE 
187 539.00 697.00 1 1 -1 RT_NONE 
188 862.00 371.00 1 1 -1 RT_NONE 
189 950.00 21.00 1 1 -1 RT_NONE 
190 476.00 509.00 1 1 -1 RT_NONE 
191 72.00 952.00 1 1 -1 RT_NONE 
192 103.00 893.00 1 1 -1 RT_NONE 
193 171.00 17.00 2 2 -1 RT_NONE 
194 606.00 454.00 3 3 -1 RT_NONE 
195 561.00 524.00 1 1 -1 RT_NONE 
196 487.00 81.00 2 2 -1 RT_NONE 
197 40.00 869.00 1 1 -1 RT_NONE 
198 900.00 84.00 2 2 -1 RT_NONE 
199 759.00 0.00 1 1 -1 RT_NONE 
200 812.00 881.00 2 2 -1 RT_NONE 
201 379.00 14.00 1 1 -1 RT_NONE 
202 175.00 554.00 2 2 -1 RT_NONE 
203 56.00 878.00 1 1 -1 RT_NONE 
204 105.00 668.00 1 1 -1 RT_NONE 
205 619.00 108.00 1 1 -1 RT_NONE 
206 694.00 843.00 1 1 -1 RT_NONE 
207 935.00 284.00 1 1 -1 RT_NONE 
208 681.00 333.00 2 2 -1 RT_NONE 
209 980.00 124.00 1 1 -1 RT_NONE 
210 533.00 414.00 3 3 -1 RT_NONE 
211 192.00 215.00 1 1 -1 RT_NONE 
212 815.00 645.00 1 1 -1 RT_NONE 
213 953.00 101.00 1 1 -1 RT_NONE 
214 184.00 708.00 1 1 -1 RT_NONE 
215 810.00 548.00 1 1 -1 RT_NONE 
216 587.00 857.00 1 1 -1 RT_NONE 
217 249.00 513.00 2 2 -1 RT_NONE 
218 84.00 43.00 1 1 -1 RT_NONE 
219 883.00 834.00 2 2 -1 RT_NONE 
220 179.00 109.00 3 3 -1 RT_NONE 
221 498.00 957.00 1 1 -1 RT_NONE 
222 631.00 506.00 1 1 -1 RT_NONE 
223 868.00 889.00 2 2 -1 RT_NONE 
224 617.00 829.00 1 1 -1 RT_NONE 
225 404.00 497.00 1 1 -1 RT_NONE 
226 363.00 776.00 1 1 -1 RT_NONE 
227 767.00 458.00 1 1 -1 RT_NONE 
228 886.00 306.00 1 1 -1 RT_NONE 
229 72.00 868.00 1 1 -1 RT_NONE 
230 282.00 50.00 3 3 -1 RT_NONE 
231 577.00 256.00 2 2 -1 RT_NONE 
232 417.00 516.00 1 1 -1 RT_NONE 
233 238.00 526.00 1 1 -1 RT_NONE 
234 765.00 89.00 2 2 -1 RT_NONE 
235 899.00 742.00 1 1 -1 RT_NONE 
236 432.00 298.00 1 1 -1 RT_NONE 
237 681.00 680.00 1 1 -1 RT_NONE 
238 692.00 415.00 1 1 -1 RT_NONE 
239 764.00 139.00 1 1 -1 RT_NONE 
240 262.00 409.00 1 1 -1 RT_NONE 
241 971.00 817.00 1 1 -1 RT_NONE 
242 834.00 919.00 2 2 -1 RT_NONE 
243 644.00 409.00 2 2 -1 RT_NONE 
244 38.00 926.00 1 1 -1 RT_NONE 
245 459.00 81.00 1 1 -1 RT_NONE 
246 436.00 404.00 1 1 -1 RT_NONE 
247 382.00 893.00 1 1 -1 RT_NONE 
248 549.00 421.00 1 1 -1 RT_NONE 
249 405.00 249.00 1 1 -1 RT_NONE 
250 307.00 269.00 2 2 -1 RT_NONE 
251 206.00 537.00 1 1 -1 RT_NONE 
252 779.00 494.00 1 1 -1 RT_NONE 
253 118.00 547.00 1 1 -1 RT_NONE 
254 269.00 484.00 1 1 -1 RT_NONE 
255 751.00 746.00 1 1 -1 RT_NONE 
256 941.00 242.00 1 1 -1 RT_NONE 
257 330.00 412.00 1 1 -1 RT_NONE 
258 188.00 207.00 1 1 -1 RT_NONE 
259 924.00 868.00 1 1 -1 RT_NONE 
260 248.00 802.00 2 2 -1 RT_NONE 
261 654.00 653.00 1 1 -1 RT_NONE 
262 645.00 559.00 2 2 -1 RT_NONE 
263 78.00 448.00 1 1 -1 RT_NONE 
264 197.00 50.00 1 1 -1 RT_NONE 
265 929.00 634.00 1 1 -1 RT_NONE 
266 747.00 80.00 2 2 -1 RT_NONE 
267 425.00 716.00 1 1 -1 RT_NONE 
268 688.00 916.00 1 1 -1 RT_NONE 
269 432.00 789.00 1 1 -1 RT_NONE 
270 457.00 335.00 1 1 -1 RT_NONE 
271 798.00 170.00 1 1 -1 RT_NONE 
272 846.00 526.00 1 1 -1 RT_NONE 
273 429.00 219.00 1 1 -1 RT_NONE 
274 323.00 8.00 1 1 -1 RT_NONE 
275 927.00 775.00 1 1 -1 RT_NONE 
276 38.00 588.00 1 1 -1 RT_NONE 
277 317.00 160.00 1 1 -1 RT_NONE 
278 472.00 548.00 1 1 -1 RT_NONE 
279 127.00 31.00 1 1 -1 RT_NONE 
280 202.00 995.00 1 1 -1 RT_NONE 
281 646.00 849.00 1 1 -1 RT_NONE 
282 235.00 119.00 1 1 -1 RT_NONE 
283 886.00 86.00 1 1 -1 RT_NONE 
284 274.00 614.00 1 1 -1 RT_NONE 
285 626.00 650.00 1 1 -1 RT_NONE 
286 870.00 152.00 1 1 -1 RT_NONE 
287 184.00 149.00 1 1 -1 RT_NONE 
288 192.00 642.00 1 1 -1 RT_NONE 
289 364.00 375.00 1 1 -1 RT_NONE 
290 380.00 280.00 1 1 -1 RT_NONE 
291 485.00 697.00 1 1 -1 RT_NONE 
292 677.00 686.00 1 1 -1 RT_NONE 
293 949.00 386.00 1 1 -1 RT_NONE 
294 597.00 830.00 1 1 -1 RT_NONE 
295 273.00 342.00 1 1 -1 RT_NONE 
296 775.00 955.00 1 1 -1 RT_NONE 
297 668.00 423.00 1 1 -1 RT_NONE 
298 318.00 297.00 1 1 -1 RT_NONE 
299 671.00 774.00 1 1 -1 RT_NONE 

Edges: (300):
0 1 0 147.61 0.49 -1.00 -1 -1 E_RT_NONE U
1 2 1 724.27 2.42 -1.00 -1 -1 E_RT_NONE U
2 3 1 211.38 0.71 -1.00 -1 -1 E_RT_NONE U
3 4 2 220.00 0.73 -1.00 -1 -1 E_RT_NONE U
4 5 2 131.10 0.44 -1.00 -1 -1 E_RT_NONE U
5 6 1 640.12 2.14 -1.00 -1 -1 E_RT_NONE U
6 7 4 238.54 0.80 -1.00 -1 -1 E_RT_NONE U
7 8 1 263.64 0.88 -1.00 -1 -1 E_RT_NONE U
8 9 6 41.44 0.14 -1.00 -1 -1 E_RT_NONE U
9 10 2 313.08 1.04 -1.00 -1 -1 E_RT_NONE U
10 11 7 382.78 1.28 -1.00 -1 -1 E_RT_NONE U
11 12 7 97.33 0.32 -1.00 -1 -1 E_RT_NONE U
12 13 10 127.57 0.43 -1.00 -1 -1 E_RT_NONE U
13 14 0 22.47 0.07 -1.00 -1 -1 E_RT_NONE U
14 15 10 356.79 1.19 -1.00 -1 -1 E_RT_NONE U
15 16 5 46.96 0.16 -1.00 -1 -1 E_RT_NONE U
16 17 13 448.32 1.50 -1.00 -1 -1 E_RT_NONE U
17 18 9 127.58 0.43 -1.00 -1 -1 E_RT_NONE U
18 19 18 223.19 0.74 -1.00 -1 -1 E_RT_NONE U
19 20 12 375.03 1.25 -1.00 -1 -1 E_RT_NONE U
20 21 4 57.45 0.19 -1.00 -1 -1 E_RT_NONE U
21 22 12 213.41 0.71 -1.00 -1 -1 E_RT_NONE U
22 23 1 376.65 1.26 -1.00 -1 -1 E_RT_NONE U
23 24 11 292.75 0.98 -1.00 -1 -1 E_RT_NONE U
24 25 12 213.18 0.71 -1.00 -1 -1 E_RT_NONE U
25 26 7 257.45 0.86 -1.00 -1 -1 E_RT_NONE U
26 27 5 179.72 0.60 -1.00 -1 -1 E_RT_NONE U
27 28 15 46.10 0.15 -1.00 -1 -1 E_RT_NONE U
28 29 18 54.45 0.18 -1.00 -1 -1 E_RT_NONE U
29 30 3 279.58 0.93 -1.00 -1 -1 E_RT_NONE U
30 31 10 358.15 1.19 -1.00 -1 -1 E_RT_NONE U
31 32 0 80.96 0.27 -1.00 -1 -1 E_RT_NONE U
32 33 16 342.19 1.14 -1.00 -1 -1 E_RT_NONE U
33 34 12 361.38 1.21 -1.00 -1 -1 E_RT_NONE U
34 35 18 274.12 0.91 -1.00 -1 -1 E_RT_NONE U
35 36 25 129.06 0.43 -1.00 -1 -1 E_RT_NONE U
36 37 15 168.83 0.56 -1.00 -1 -1 E_RT_NONE U
37 38 9 174.56 0.58 -1.00 -1 -1 E_RT_NONE U
38 39 5 226.05 0.75 -1.00 -1 -1 E_RT_NONE U
39 40 14 730.15 2.44 -1.00 -1 -1 E_RT_NONE U
40 41 15 897.56 2.99 -1.00 -1 -1 E_RT_NONE U
41 42 25 310.93 1.04 -1.00 -1 -1 E_RT_NONE U
42 43 19 132.19 0.44 -1.00 -1 -1 E_RT_NONE U
43 44 33 135.20 0.45 -1.00 -1 -1 E_RT_NONE U
44 45 1 47.10 0.16 -1.00 -1 -1 E_RT_NONE U
45 46 11 281.00 0.94 -1.00 -1 -1 E_RT_NONE U
46 47 43 72.25 0.24 -1.00 -1 -1 E_RT_NONE U
47 48 12 92.42 0.31 -1.00 -1 -1 E_RT_NONE U
48 49 13 452.10 1.51 -1.00 -1 -1 E_RT_NONE U
49 50 12 100.96 0.34 -1.00 -1 -1 E_RT_NONE U
50 51 48 84.34 0.28 -1.00 -1 -1 E_RT_NONE U
51 52 41 130.36 0.43 -1.00 -1 -1 E_RT_NONE U
52 53 32 290.93 0.97 -1.00 -1 -1 E_RT_NONE U
53 54 51 284.19 0.95 -1.00 -1 -1 E_RT_NONE U
54 55 39 173.07 0.58 -1.00 -1 -1 E_RT_NONE U
55 56 43 179.45 0.60 -1.00 -1 -1 E_RT_NONE U
56 57 37 131.55 0.44 -1.00 -1 -1 E_RT_NONE U
57 58 54 227.48 0.76 -1.00 -1 -1 E_RT_NONE U
58 59 54 21.93 0.07 -1.00 -1 -1 E_RT_NONE U
59 60 31 199.58 0.67 -1.00 -1 -1 E_RT_NONE U
60 61 33 370.42 1.24 -1.00 -1 -1 E_RT_NONE U
61 62 39 266.43 0.89 -1.00 -1 -1 E_RT_NONE U
62 63 57 187.78 0.63 -1.00 -1 -1 E_RT_NONE U
63 64 5 273.44 0.91 -1.00 -1 -1 E_RT_NONE U
64 65 16 173.73 0.58 -1.00 -1 -1 E_RT_NONE U
65 66 35 58.00 0.19 -1.00 -1 -1 E_RT_NONE U
66 67 64 555.04 1.85 -1.00 -1 -1 E_RT_NONE U
67 68 13 317.72 1.06 -1.00 -1 -1 E_RT_NONE U
68 69 34 271.02 0.90 -1.00 -1 -1 E_RT_NONE U
69 70 50 240.10 0.80 -1.00 -1 -1 E_RT_NONE U
70 71 35 302.22 1.01 -1.00 -1 -1 E_RT_NONE U
71 72 29 150.30 0.50 -1.00 -1 -1 E_RT_NONE U
72 73 70 197.02 0.66 -1.00 -1 -1 E_RT_NONE U
73 74 3 151.72 0.51 -1.00 -1 -1 E_RT_NONE U
74 75 36 205.51 0.69 -1.00 -1 -1 E_RT_NONE U
75 76 0 15.56 0.05 -1.00 -1 -1 E_RT_NONE U
76 77 1 237.54 0.79 -1.00 -1 -1 E_RT_NONE U
77 78 61 182.73 0.61 -1.00 -1 -1 E_RT_NONE U
78 79 24 199.65 0.67 -1.00 -1 -1 E_RT_NONE U
79 80 12 347.06 1.16 -1.00 -1 -1 E_RT_NONE U
80 81 44 146.25 0.49 -1.00 -1 -1 E_RT_NONE U
81 82 39 80.02 0.27 -1.00 -1 -1 E_RT_NONE U
82 83 36 234.01 0.78 -1.00 -1 -1 E_RT_NONE U
83 84 48 372.86 1.24 -1.00 -1 -1 E_RT_NONE U
84 85 25 255.63 0.85 -1.00 -1 -1 E_RT_NONE U
85 86 45 103.59 0.35 -1.00 -1 -1 E_RT_NONE U
86 87 46 264.27 0.88 -1.00 -1 -1 E_RT_NONE U
87 88 35 121.61 0.41 -1.00 -1 -1 E_RT_NONE U
88 89 46 151.21 0.50 -1.00 -1 -1 E_RT_NONE U
89 90 37 151.17 0.50 -1.00 -1 -1 E_RT_NONE U
90 91 41 247.95 0.83 -1.00 -1 -1 E_RT_NONE U
91 92 30 137.23 0.46 -1.00 -1 -1 E_RT_NONE U
92 93 34 174.01 0.58 -1.00 -1 -1 E_RT_NONE U
93 94 92 278.00 0.93 -1.00 -1 -1 E_RT_NONE U
94 95 91 76.24 0.25 -1.00 -1 -1 E_RT_NONE U
95 96 87 111.09 0.37 -1.00 -1 -1 E_RT_NONE U
96 97 21 247.46 0.83 -1.00 -1 -1 E_RT_NONE U
97 98 60 473.14 1.58 -1.00 -1 -1 E_RT_NONE U
98 99 82 136.31 0.45 -1.00 -1 -1 E_RT_NONE U
99 100 76 82.29 0.27 -1.00 -1 -1 E_RT_NONE U
100 101 66 168.24 0.56 -1.00 -1 -1 E_RT_NONE U
101 102 98 263.42 0.88 -1.00 -1 -1 E_RT_NONE U
102 103 80 159.02 0.53 -1.00 -1 -1 E_RT_NONE U
103 104 34 130.74 0.44 -1.00 -1 -1 E_RT_NONE U
104 105 69 194.12 0.65 -1.00 -1 -1 E_RT_NONE U
105 106 105 189.23 0.63 -1.00 -1 -1 E_RT_NONE U
106 107 20 248.85 0.83 -1.00 -1 -1 E_RT_NONE U
107 108 37 146.73 0.49 -1.00 -1 -1 E_RT_NONE U
108 109 71 65.80 0.22 -1.00 -1 -1 E_RT_NONE U
109 110 35 600.56 2.00 -1.00 -1 -1 E_RT_NONE U
110 111 13 149.41 0.50 -1.00 -1 -1 E_RT_NONE U
111 112 14 720.72 2.40 -1.00 -1 -1 E_RT_NONE U
112 113 31 227.08 0.76 -1.00 -1 -1 E_RT_NONE U
113 114 65 196.31 0.65 -1.00 -1 -1 E_RT_NONE U
114 115 79 120.07 0.40 -1.00 -1 -1 E_RT_NONE U
115 116 0 406.87 1.36 -1.00 -1 -1 E_RT_NONE U
116 117 76 75.74 0.25 -1.00 -1 -1 E_RT_NONE U
117 118 114 156.04 0.52 -1.00 -1 -1 E_RT_NONE U
118 119 63 248.56 0.83 -1.00 -1 -1 E_RT_NONE U
119 120 79 326.24 1.09 -1.00 -1 -1 E_RT_NONE U
120 121 106 206.06 0.69 -1.00 -1 -1 E_RT_NONE U
121 122 107 157.87 0.53 -1.00 -1 -1 E_RT_NONE U
122 123 5 157.44 0.53 -1.00 -1 -1 E_RT_NONE U
123 124 33 96.67 0.32 -1.00 -1 -1 E_RT_NONE U
124 125 83 126.51 0.42 -1.00 -1 -1 E_RT_NONE U
125 126 4 327.96 1.09 -1.00 -1 -1 E_RT_NONE U
126 127 107 207.08 0.69 -1.00 -1 -1 E_RT_NONE U
127 128 100 70.83 0.24 -1.00 -1 -1 E_RT_NONE U
128 129 20 214.13 0.71 -1.00 -1 -1 E_RT_NONE U
129 130 17 362.25 1.21 -1.00 -1 -1 E_RT_NONE U
130 131 108 787.84 2.63 -1.00 -1 -1 E_RT_NONE U
131 132 123 23.54 0.08 -1.00 -1 -1 E_RT_NONE U
132 133 125 293.23 0.98 -1.00 -1 -1 E_RT_NONE U
133 134 122 224.36 0.75 -1.00 -1 -1 E_RT_NONE U
134 135 21 255.27 0.85 -1.00 -1 -1 E_RT_NONE U
135 136 57 377.88 1.26 -1.00 -1 -1 E_RT_NONE U
136 137 94 82.80 0.28 -1.00 -1 -1 E_RT_NONE U
137 138 116 80.81 0.27 -1.00 -1 -1 E_RT_NONE U
138 139 88 68.96 0.23 -1.00 -1 -1 E_RT_NONE U
139 140 106 67.08 0.22 -1.00 -1 -1 E_RT_NONE U
140 141 90 723.27 2.41 -1.00 -1 -1 E_RT_NONE U
141 142 74 2.24 0.01 -1.00 -1 -1 E_RT_NONE U
142 143 35 167.36 0.56 -1.00 -1 -1 E_RT_NONE U
143 144 83 41.30 0.14 -1.00 -1 -1 E_RT_NONE U
144 145 25 130.36 0.43 -1.00 -1 -1 E_RT_NONE U
145 146 49 80.50 0.27 -1.00 -1 -1 E_RT_NONE U
146 147 62 500.99 1.67 -1.00 -1 -1 E_RT_NONE U
147 148 97 230.56 0.77 -1.00 -1 -1 E_RT_NONE U
148 149 49 152.35 0.51 -1.00 -1 -1 E_RT_NONE U
149 150 131 40.31 0.13 -1.00 -1 -1 E_RT_NONE U
150 151 16 304.79 1.02 -1.00 -1 -1 E_RT_NONE U
151 152 112 465.25 1.55 -1.00 -1 -1 E_RT_NONE U
152 153 87 623.17 2.08 -1.00 -1 -1 E_RT_NONE U
153 154 47 83.38 0.28 -1.00 -1 -1 E_RT_NONE U
154 155 90 367.66 1.23 -1.00 -1 -1 E_RT_NONE U
155 156 34 160.02 0.53 -1.00 -1 -1 E_RT_NONE U
156 157 46 257.60 0.86 -1.00 -1 -1 E_RT_NONE U
157 158 156 169.52 0.57 -1.00 -1 -1 E_RT_NONE U
158 159 139 234.94 0.78 -1.00 -1 -1 E_RT_NONE U
159 160 83 550.97 1.84 -1.00 -1 -1 E_RT_NONE U
160 161 156 194.24 0.65 -1.00 -1 -1 E_RT_NONE U
161 162 122 95.02 0.32 -1.00 -1 -1 E_RT_NONE U
162 163 19 182.73 0.61 -1.00 -1 -1 E_RT_NONE U
163 164 140 69.64 0.23 -1.00 -1 -1 E_RT_NONE U
164 165 156 205.36 0.69 -1.00 -1 -1 E_RT_NONE U
165 166 98 597.00 1.99 -1.00 -1 -1 E_RT_NONE U
166 167 109 190.54 0.64 -1.00 -1 -1 E_RT_NONE U
167 168 120 238.01 0.79 -1.00 -1 -1 E_RT_NONE U
168 169 162 253.27 0.84 -1.00 -1 -1 E_RT_NONE U
169 170 26 176.12 0.59 -1.00 -1 -1 E_RT_NONE U
170 171 115 98.49 0.33 -1.00 -1 -1 E_RT_NONE U
171 172 23 271.83 0.91 -1.00 -1 -1 E_RT_NONE U
172 173 60 53.04 0.18 -1.00 -1 -1 E_RT_NONE U
173 174 57 191.44 0.64 -1.00 -1 -1 E_RT_NONE U
174 175 10 205.91 0.69 -1.00 -1 -1 E_RT_NONE U
175 176 47 211.01 0.70 -1.00 -1 -1 E_RT_NONE U
176 177 8 261.69 0.87 -1.00 -1 -1 E_RT_NONE U
177 178 48 557.23 1.86 -1.00 -1 -1 E_RT_NONE U
178 179 81 88.87 0.30 -1.00 -1 -1 E_RT_NONE U
179 180 0 477.07 1.59 -1.00 -1 -1 E_RT_NONE U
180 181 122 225.84 0.75 -1.00 -1 -1 E_RT_NONE U
181 182 23 291.66 0.97 -1.00 -1 -1 E_RT_NONE U
