Topology: ( 300 Nodes, 300 Edges )
73 965.00 944.00 2 2 -1 RT_NONE 
74 393.00 116.00 3 3 -1 RT_NONE 
75 904.00 486.00 3 3 -1 RT_NONE 
76 670.00 517.00 2 2 -1 RT_NONE 
77 668.00 483.00 3 3 -1 RT_NONE 
78 761.00 580.00 2 2 -1 RT_NONE 
79 198.00 497.00 4 4 -1 RT_NONE 
80 417.00 204.00 4 4 -1 RT_NONE 
81 35.00 642.00 2 2 -1 RT_NONE 
82 462.00 293.00 2 2 -1 RT_NONE 
83 626.00 114.00 2 2 -1 RT_NONE 
84 339.00 675.00 3 3 -1 RT_NONE 
85 61.00 637.00 2 2 -1 RT_NONE 
86 298.00 548.00 1 1 -1 RT_NONE 
87 58.00 171.00 3 3 -1 RT_NONE 
88 353.00 654.00 5 5 -1 RT_NONE 
89 948.00 202.00 1 1 -1 RT_NONE 
90 510.00 775.00 2 2 -1 RT_NONE 
91 572.00 709.00 1 1 -1 RT_NONE 
92 633.00 171.00 3 3 -1 RT_NONE 
93 30.00 896.00 3 3 -1 RT_NONE 
94 8.00 854.00 2 2 -1 RT_NONE 
95 593.00 434.00 3 3 -1 RT_NONE 
96 663.00 409.00 3 3 -1 RT_NONE 
97 449.00 862.00 1 1 -1 RT_NONE 
98 804.00 66.00 1 1 -1 RT_NONE 
99 159.00 296.00 1 1 -1 RT_NONE 
100 248.00 826.00 2 2 -1 RT_NONE 
101 425.00 597.00 2 2 -1 RT_NONE 
102 251.00 130.00 3 3 -1 RT_NONE 
103 660.00 686.00 2 2 -1 RT_NONE 
104 317.00 923.00 3 3 -1 RT_NONE 
105 247.00 19.00 3 3 -1 RT_NONE 
106 965.00 117.00 1 1 -1 RT_NONE 
107 301.00 593.00 3 3 -1 RT_NONE 
108 439.00 10.00 1 1 -1 RT_NONE 
109 139.00 232.00 3 3 -1 RT_NONE 
110 762.00 841.00 1 1 -1 RT_NONE 
111 198.00 385.00 2 2 -1 RT_NONE 
112 531.00 238.00 1 1 -1 RT_NONE 
113 661.00 739.00 3 3 -1 RT_NONE 
114 542.00 170.00 2 2 -1 RT_NONE 
115 785.00 550.00 1 1 -1 RT_NONE 
116 653.00 37.00 1 1 -1 RT_NONE 
117 836.00 588.00 1 1 -1 RT_NONE 
118 631.00 903.00 2 2 -1 RT_NONE 
119 262.00 904.00 2 2 -1 RT_NONE 
120 548.00 360.00 3 3 -1 RT_NONE 
121 455.00 889.00 1 1 -1 RT_NONE 
122 736.00 336.00 2 2 -1 RT_NONE 
123 834.00 558.00 1 1 -1 RT_NONE 
124 184.00 458.00 1 1 -1 RT_NONE 
125 21.00 382.00 1 1 -1 RT_NONE 
126 621.00 133.00 3 3 -1 RT_NONE 
127 201.00 177.00 1 1 -1 RT_NONE 
128 440.00 917.00 1 1 -1 RT_NONE 
129 78.00 674.00 1 1 -1 RT_NONE 
130 844.00 483.00 1 1 -1 RT_NONE 
131 143.00 983.00 1 1 -1 RT_NONE 
132 548.00 769.00 1 1 -1 RT_NONE 
133 329.00 658.00 3 3 -1 RT_NONE 
134 137.00 867.00 2 2 -1 RT_NONE 
135 20.00 242.00 1 1 -1 RT_NONE 
136 463.00 18.00 1 1 -1 RT_NONE 
137 133.00 799.00 1 1 -1 RT_NONE 
138 514.00 3.00 1 1 -1 RT_NONE 
139 399.00 470.00 3 3 -1 RT_NONE 
140 533.00 238.00 1 1 -1 RT_NONE 
141 810.00 490.00 2 2 -1 RT_NONE 
142 88.00 384.00 1 1 -1 RT_NONE 
143 761.00 385.00 1 1 -1 RT_NONE 
144 879.00 930.00 3 3 -1 RT_NONE 
145 331.00 312.00 2 2 -1 RT_NONE 
146 837.00 667.00 1 1 -1 RT_NONE 
147 592.00 413.00 1 1 -1 RT_NONE 
148 405.00 391.00 1 1 -1 RT_NONE 
149 257.00 283.00 3 3 -1 RT_NONE 
150 668.00 87.00 3 3 -1 RT_NONE 
151 144.00 370.00 2 2 -1 RT_NONE 
152 202.00 495.00 3 3 -1 RT_NONE 
153 815.00 21.00 1 1 -1 RT_NONE 
154 806.00 850.00 2 2 -1 RT_NONE 
155 736.00 339.00 1 1 -1 RT_NONE 
156 123.00 400.00 1 1 -1 RT_NONE 
157 458.00 763.00 1 1 -1 RT_NONE 
158 40.00 206.00 1 1 -1 RT_NONE 
159 88.00 915.00 3 3 -1 RT_NONE 
160 572.00 3.00 1 1 -1 RT_NONE 
161 909.00 295.00 1 1 -1 RT_NONE 
162 323.00 941.00 2 2 -1 RT_NONE 
163 803.00 657.00 1 1 -1 RT_NONE 
164 830.00 157.00 1 1 -1 RT_NONE 
165 737.00 639.00 1 1 -1 RT_NONE 
166 971.00 630.00 2 2 -1 RT_NONE 
167 159.00 594.00 1 1 -1 RT_NONE 
168 625.00 946.00 1 1 -1 RT_NONE 
169 593.00 217.00 1 1 -1 RT_NONE 
170 521.00 472.00 1 1 -1 RT_NONE 
171 706.00 346.00 1 1 -1 RT_NONE 
172 630.00 554.00 3 3 -1 RT_NONE 
173 904.00 541.00 3 3 -1 RT_NONE 
174 508.00 416.00 3 3 -1 RT_NONE 
175 947.00 534.00 1 1 -1 RT_NONE 
176 92.00 335.00 1 1 -1 RT_NONE 
177 192.00 277.00 2 2 -1 RT_NONE 
178 545.00 765.00 1 1 -1 RT_NONE 
179 36.00 780.00 1 1 -1 RT_NONE 
180 922.00 344.00 2 2 -1 RT_NONE 
181 833.00 611.00 2 2 -1 RT_NONE 
182 706.00 556.00 1 1 -1 RT_NONE 
183 242.00 252.00 1 1 -1 RT_NONE 
184 246.00 628.00 1 1 -1 RT_NONE 
185 661.00 272.00 1 1 -1 RT_NONE 
186 914.00 386.00 2 2 -1 RT_NONE 
187 173.00 736.00 1 1 -1 RT_NONE 
188 296.00 580.00 2 2 -1 RT_NONE 
189 456.00 565.00 1 1 -1 RT_NONE 
190 128.00 422.00 1 1 -1 RT_NONE 
191 818.00 551.00 2 2 -1 RT_NONE 
192 131.00 196.00 1 1 -1 RT_NONE 
193 911.00 135.00 1 1 -1 RT_NONE 
194 745.00 161.00 3 3 -1 RT_NONE 
195 954.00 620.00 1 1 -1 RT_NONE 
196 686.00 731.00 2 2 -1 RT_NONE 
197 916.00 241.00 1 1 -1 RT_NONE 
198 734.00 431.00 1 1 -1 RT_NONE 
199 528.00 527.00 2 2 -1 RT_NONE 
200 163.00 464.00 2 2 -1 RT_NONE 
201 802.00 822.00 1 1 -1 RT_NONE 
202 182.00 519.00 1 1 -1 RT_NONE 
203 491.00 535.00 1 1 -1 RT_NONE 
204 416.00 133.00 2 2 -1 RT_NONE 
205 617.00 818.00 1 1 -1 RT_NONE 
206 721.00 628.00 1 1 -1 RT_NONE 
207 586.00 509.00 1 1 -1 RT_NONE 
208 27.00 138.00 2 2 -1 RT_NONE 
209 521.00 574.00 1 1 -1 RT_NONE 
210 382.00 445.00 1 1 -1 RT_NONE 
211 640.00 388.00 1 1 -1 RT_NONE 
212 58.00 904.00 1 1 -1 RT_NONE 
213 136.00 615.00 2 2 -1 RT_NONE 
214 59.00 751.00 1 1 -1 RT_NONE 
215 640.00 748.00 1 1 -1 RT_NONE 
216 434.00 362.00 1 1 -1 RT_NONE 
217 957.00 905.00 1 1 -1 RT_NONE 
218 217.00 624.00 2 2 -1 RT_NONE 
219 352.00 612.00 1 1 -1 RT_NONE 
220 943.00 277.00 1 1 -1 RT_NONE 
221 860.00 773.00 1 1 -1 RT_NONE 
222 129.00 870.00 1 1 -1 RT_NONE 
223 229.00 79.00 1 1 -1 RT_NONE 
224 993.00 109.00 1 1 -1 RT_NONE 
225 787.00 571.00 2 2 -1 RT_NONE 
226 163.00 816.00 2 2 -1 RT_NONE 
227 729.00 347.00 1 1 -1 RT_NONE 
228 485.00 984.00 2 2 -1 RT_NONE 
229 834.00 915.00 1 1 -1 RT_NONE 
230 410.00 236.00 1 1 -1 RT_NONE 
231 156.00 885.00 1 1 -1 RT_NONE 
232 453.00 669.00 2 2 -1 RT_NONE 
233 51.00 818.00 1 1 -1 RT_NONE 
234 688.00 199.00 1 1 -1 RT_NONE 
235 887.00 801.00 1 1 -1 RT_NONE 
236 369.00 870.00 1 1 -1 RT_NONE 
237 690.00 691.00 2 2 -1 RT_NONE 
238 131.00 352.00 1 1 -1 RT_NONE 
239 696.00 44.00 1 1 -1 RT_NONE 
240 845.00 288.00 2 2 -1 RT_NONE 
241 484.00 344.00 1 1 -1 RT_NONE 
242 667.00 683.00 2 2 -1 RT_NONE 
243 803.00 680.00 1 1 -1 RT_NONE 
244 112.00 161.00 1 1 -1 RT_NONE 
245 199.00 102.00 1 1 -1 RT_NONE 
246 973.00 333.00 1 1 -1 RT_NONE 
247 974.00 231.00 1 1 -1 RT_NONE 
248 73.00 745.00 1 1 -1 RT_NONE 
249 257.00 599.00 1 1 -1 RT_NONE 
250 497.00 410.00 1 1 -1 RT_NONE 
251 456.00 191.00 2 2 -1 RT_NONE 
252 401.00 698.00 1 1 -1 RT_NONE 
253 258.00 37.00 1 1 -1 RT_NONE 
254 2.00 115.00 1 1 -1 RT_NONE 
255 141.00 447.00 1 1 -1 RT_NONE 
256 556.00 602.00 1 1 -1 RT_NONE 
257 636.00 361.00 1 1 -1 RT_NONE 
258 834.00 560.00 1 1 -1 RT_NONE 
259 669.00 611.00 1 1 -1 RT_NONE 
260 340.00 80.00 1 1 -1 RT_NONE 
261 984.00 499.00 1 1 -1 RT_NONE 
262 339.00 492.00 1 1 -1 RT_NONE 
263 492.00 652.00 2 2 -1 RT_NONE 
264 432.00 139.00 1 1 -1 RT_NONE 
265 308.00 836.00 1 1 -1 RT_NONE 
266 524.00 735.00 1 1 -1 RT_NONE 
267 814.00 965.00 1 1 -1 RT_NONE 
268 557.00 57.00 2 2 -1 RT_NONE 
269 58.00 224.00 1 1 -1 RT_NONE 
270 117.00 159.00 1 1 -1 RT_NONE 
271 779.00 453.00 1 1 -1 RT_NONE 
272 657.00 901.00 1 1 -1 RT_NONE 
273 144.00 668.00 1 1 -1 RT_NONE 
274 580.00 722.00 1 1 -1 RT_NONE 
275 469.00 41.00 1 1 -1 RT_NONE 
276 341.00 787.00 1 1 -1 RT_NONE 
277 556.00 370.00 1 1 -1 RT_NONE 
278 700.00 822.00 1 1 -1 RT_NONE 
279 735.00 191.00 1 1 -1 RT_NONE 
280 762.00 795.00 1 1 -1 RT_NONE 
281 915.00 493.00 1 1 -1 RT_NONE 
282 233.00 107.00 2 2 -1 RT_NONE 
283 483.00 616.00 1 1 -1 RT_NONE 
284 461.00 770.00 1 1 -1 RT_NONE 
285 628.00 236.00 1 1 -1 RT_NONE 
286 791.00 490.00 2 2 -1 RT_NONE 
287 815.00 705.00 1 1 -1 RT_NONE 
288 826.00 390.00 1 1 -1 RT_NONE 
289 23.00 305.00 1 1 -1 RT_NONE 
290 342.00 963.00 1 1 -1 RT_NONE 
291 654.00 461.00 1 1 -1 RT_NONE 
292 726.00 41.00 1 1 -1 RT_NONE 
293 574.00 591.00 1 1 -1 RT_NONE 
294 311.00 384.00 1 1 -1 RT_NONE 
295 650.00 135.00 1 1 -1 RT_NONE 
296 296.00 531.00 1 1 -1 RT_NONE 
297 65.00 396.00 1 1 -1 RT_NONE 
298 528.00 111.00 1 1 -1 RT_NONE 
299 849.00 133.00 1 1 -1 RT_NONE 

Edges: (300):
0 1 0 341.88 1.14 -1.00 -1 -1 E_RT_NONE U
1 2 1 353.48 1.18 -1.00 -1 -1 E_RT_NONE U
2 3 0 331.21 1.10 -1.00 -1 -1 E_RT_NONE U
3 4 1 293.87 0.98 -1.00 -1 -1 E_RT_NONE U
4 5 1 187.32 0.62 -1.00 -1 -1 E_RT_NONE U
5 6 3 324.01 1.08 -1.00 -1 -1 E_RT_NONE U
6 7 4 306.89 1.02 -1.00 -1 -1 E_RT_NONE U
7 8 5 839.36 2.80 -1.00 -1 -1 E_RT_NONE U
8 9 2 377.16 1.26 -1.00 -1 -1 E_RT_NONE U
9 10 7 280.03 0.93 -1.00 -1 -1 E_RT_NONE U
10 11 4 385.80 1.29 -1.00 -1 -1 E_RT_NONE U
11 12 8 109.44 0.37 -1.00 -1 -1 E_RT_NONE U
12 13 4 453.00 1.51 -1.00 -1 -1 E_RT_NONE U
13 14 4 158.48 0.53 -1.00 -1 -1 E_RT_NONE U
14 15 10 220.51 0.74 -1.00 -1 -1 E_RT_NONE U
15 16 12 160.75 0.54 -1.00 -1 -1 E_RT_NONE U
16 17 3 224.64 0.75 -1.00 -1 -1 E_RT_NONE U
17 18 5 276.28 0.92 -1.00 -1 -1 E_RT_NONE U
18 19 11 872.49 2.91 -1.00 -1 -1 E_RT_NONE U
19 20 3 449.09 1.50 -1.00 -1 -1 E_RT_NONE U
20 21 0 175.28 0.58 -1.00 -1 -1 E_RT_NONE U
21 22 20 35.11 0.12 -1.00 -1 -1 E_RT_NONE U
22 23 15 138.80 0.46 -1.00 -1 -1 E_RT_NONE U
23 24 22 293.91 0.98 -1.00 -1 -1 E_RT_NONE U
24 25 2 233.40 0.78 -1.00 -1 -1 E_RT_NONE U
25 26 12 280.89 0.94 -1.00 -1 -1 E_RT_NONE U
26 27 12 219.66 0.73 -1.00 -1 -1 E_RT_NONE U
27 28 22 211.36 0.71 -1.00 -1 -1 E_RT_NONE U
28 29 16 306.47 1.02 -1.00 -1 -1 E_RT_NONE U
29 30 15 133.76 0.45 -1.00 -1 -1 E_RT_NONE U
30 31 8 61.52 0.21 -1.00 -1 -1 E_RT_NONE U
31 32 19 128.56 0.43 -1.00 -1 -1 E_RT_NONE U
32 33 12 31.78 0.11 -1.00 -1 -1 E_RT_NONE U
33 34 26 119.10 0.40 -1.00 -1 -1 E_RT_NONE U
34 35 31 116.38 0.39 -1.00 -1 -1 E_RT_NONE U
35 36 30 297.25 0.99 -1.00 -1 -1 E_RT_NONE U
36 37 31 205.45 0.69 -1.00 -1 -1 E_RT_NONE U
37 38 20 375.30 1.25 -1.00 -1 -1 E_RT_NONE U
38 39 11 493.43 1.65 -1.00 -1 -1 E_RT_NONE U
39 40 8 207.12 0.69 -1.00 -1 -1 E_RT_NONE U
40 41 0 220.38 0.74 -1.00 -1 -1 E_RT_NONE U
41 42 29 333.24 1.11 -1.00 -1 -1 E_RT_NONE U
42 43 40 346.72 1.16 -1.00 -1 -1 E_RT_NONE U
43 44 9 275.76 0.92 -1.00 -1 -1 E_RT_NONE U
44 45 44 71.39 0.24 -1.00 -1 -1 E_RT_NONE U
45 46 16 239.21 0.80 -1.00 -1 -1 E_RT_NONE U
46 47 6 207.51 0.69 -1.00 -1 -1 E_RT_NONE U
47 48 31 150.71 0.50 -1.00 -1 -1 E_RT_NONE U
48 49 31 381.24 1.27 -1.00 -1 -1 E_RT_NONE U
49 50 22 89.99 0.30 -1.00 -1 -1 E_RT_NONE U
50 51 35 80.52 0.27 -1.00 -1 -1 E_RT_NONE U
51 52 34 137.61 0.46 -1.00 -1 -1 E_RT_NONE U
52 53 39 164.58 0.55 -1.00 -1 -1 E_RT_NONE U
53 54 50 237.07 0.79 -1.00 -1 -1 E_RT_NONE U
54 55 16 68.03 0.23 -1.00 -1 -1 E_RT_NONE U
55 56 55 225.06 0.75 -1.00 -1 -1 E_RT_NONE U
56 57 5 122.54 0.41 -1.00 -1 -1 E_RT_NONE U
57 58 46 330.85 1.10 -1.00 -1 -1 E_RT_NONE U
58 59 18 291.39 0.97 -1.00 -1 -1 E_RT_NONE U
59 60 56 50.21 0.17 -1.00 -1 -1 E_RT_NONE U
60 61 24 361.20 1.20 -1.00 -1 -1 E_RT_NONE U
61 62 49 252.80 0.84 -1.00 -1 -1 E_RT_NONE U
62 63 35 5.00 0.02 -1.00 -1 -1 E_RT_NONE U
63 64 36 293.00 0.98 -1.00 -1 -1 E_RT_NONE U
64 65 28 29.07 0.10 -1.00 -1 -1 E_RT_NONE U
65 66 49 92.42 0.31 -1.00 -1 -1 E_RT_NONE U
66 67 44 247.32 0.82 -1.00 -1 -1 E_RT_NONE U
67 68 66 177.10 0.59 -1.00 -1 -1 E_RT_NONE U
68 69 36 356.52 1.19 -1.00 -1 -1 E_RT_NONE U
69 70 14 93.05 0.31 -1.00 -1 -1 E_RT_NONE U
70 71 40 95.08 0.32 -1.00 -1 -1 E_RT_NONE U
71 72 67 180.02 0.60 -1.00 -1 -1 E_RT_NONE U
72 73 46 349.50 1.17 -1.00 -1 -1 E_RT_NONE U
73 74 2 268.15 0.89 -1.00 -1 -1 E_RT_NONE U
74 75 60 99.64 0.33 -1.00 -1 -1 E_RT_NONE U
75 76 37 84.72 0.28 -1.00 -1 -1 E_RT_NONE U
76 77 42 83.29 0.28 -1.00 -1 -1 E_RT_NONE U
77 78 16 262.07 0.87 -1.00 -1 -1 E_RT_NONE U
78 79 2 276.56 0.92 -1.00 -1 -1 E_RT_NONE U
79 80 52 346.54 1.16 -1.00 -1 -1 E_RT_NONE U
80 81 79 218.16 0.73 -1.00 -1 -1 E_RT_NONE U
81 82 67 32.02 0.11 -1.00 -1 -1 E_RT_NONE U
82 83 74 233.01 0.78 -1.00 -1 -1 E_RT_NONE U
83 84 7 248.21 0.83 -1.00 -1 -1 E_RT_NONE U
84 85 21 76.56 0.26 -1.00 -1 -1 E_RT_NONE U
85 86 9 169.81 0.57 -1.00 -1 -1 E_RT_NONE U
86 87 72 222.64 0.74 -1.00 -1 -1 E_RT_NONE U
87 88 70 224.08 0.75 -1.00 -1 -1 E_RT_NONE U
88 89 12 204.82 0.68 -1.00 -1 -1 E_RT_NONE U
89 90 7 75.58 0.25 -1.00 -1 -1 E_RT_NONE U
90 91 53 142.64 0.48 -1.00 -1 -1 E_RT_NONE U
91 92 83 57.43 0.19 -1.00 -1 -1 E_RT_NONE U
92 93 0 205.01 0.68 -1.00 -1 -1 E_RT_NONE U
93 94 30 248.17 0.83 -1.00 -1 -1 E_RT_NONE U
94 95 46 297.31 0.99 -1.00 -1 -1 E_RT_NONE U
95 96 60 202.43 0.68 -1.00 -1 -1 E_RT_NONE U
96 97 73 522.47 1.74 -1.00 -1 -1 E_RT_NONE U
97 98 52 67.19 0.22 -1.00 -1 -1 E_RT_NONE U
98 99 39 289.40 0.97 -1.00 -1 -1 E_RT_NONE U
99 100 58 364.41 1.22 -1.00 -1 -1 E_RT_NONE U
100 101 37 262.02 0.87 -1.00 -1 -1 E_RT_NONE U
101 102 2 140.12 0.47 -1.00 -1 -1 E_RT_NONE U
102 103 17 182.79 0.61 -1.00 -1 -1 E_RT_NONE U
103 104 70 54.08 0.18 -1.00 -1 -1 E_RT_NONE U
104 105 67 323.44 1.08 -1.00 -1 -1 E_RT_NONE U
105 106 29 91.68 0.31 -1.00 -1 -1 E_RT_NONE U
106 107 3 101.67 0.34 -1.00 -1 -1 E_RT_NONE U
107 108 59 126.02 0.42 -1.00 -1 -1 E_RT_NONE U
108 109 44 110.46 0.37 -1.00 -1 -1 E_RT_NONE U
109 110 31 313.96 1.05 -1.00 -1 -1 E_RT_NONE U
110 111 2 167.63 0.56 -1.00 -1 -1 E_RT_NONE U
111 112 69 305.14 1.02 -1.00 -1 -1 E_RT_NONE U
112 113 7 83.05 0.28 -1.00 -1 -1 E_RT_NONE U
113 114 92 91.01 0.30 -1.00 -1 -1 E_RT_NONE U
114 115 60 36.06 0.12 -1.00 -1 -1 E_RT_NONE U
115 116 80 289.11 0.96 -1.00 -1 -1 E_RT_NONE U
116 117 82 476.34 1.59 -1.00 -1 -1 E_RT_NONE U
117 118 24 72.95 0.24 -1.00 -1 -1 E_RT_NONE U
118 119 109 683.16 2.28 -1.00 -1 -1 E_RT_NONE U
119 120 96 125.00 0.42 -1.00 -1 -1 E_RT_NONE U
120 121 79 468.74 1.56 -1.00 -1 -1 E_RT_NONE U
121 122 71 95.52 0.32 -1.00 -1 -1 E_RT_NONE U
122 123 22 145.07 0.48 -1.00 -1 -1 E_RT_NONE U
123 124 109 230.44 0.77 -1.00 -1 -1 E_RT_NONE U
124 125 57 149.77 0.50 -1.00 -1 -1 E_RT_NONE U
125 126 39 407.18 1.36 -1.00 -1 -1 E_RT_NONE U
126 127 102 68.62 0.23 -1.00 -1 -1 E_RT_NONE U
127 128 11 85.70 0.29 -1.00 -1 -1 E_RT_NONE U
128 129 104 345.14 1.15 -1.00 -1 -1 E_RT_NONE U
129 130 75 60.07 0.20 -1.00 -1 -1 E_RT_NONE U
130 131 90 421.84 1.41 -1.00 -1 -1 E_RT_NONE U
131 132 95 338.01 1.13 -1.00 -1 -1 E_RT_NONE U
132 133 88 24.33 0.08 -1.00 -1 -1 E_RT_NONE U
133 134 9 265.00 0.88 -1.00 -1 -1 E_RT_NONE U
134 135 57 86.49 0.29 -1.00 -1 -1 E_RT_NONE U
135 136 105 216.00 0.72 -1.00 -1 -1 E_RT_NONE U
136 137 134 68.12 0.23 -1.00 -1 -1 E_RT_NONE U
137 138 19 83.53 0.28 -1.00 -1 -1 E_RT_NONE U
138 139 107 157.27 0.52 -1.00 -1 -1 E_RT_NONE U
139 140 59 154.21 0.51 -1.00 -1 -1 E_RT_NONE U
140 141 65 355.47 1.19 -1.00 -1 -1 E_RT_NONE U
141 142 120 460.63 1.54 -1.00 -1 -1 E_RT_NONE U
142 143 122 55.01 0.18 -1.00 -1 -1 E_RT_NONE U
143 144 60 396.57 1.32 -1.00 -1 -1 E_RT_NONE U
144 145 19 275.62 0.92 -1.00 -1 -1 E_RT_NONE U
145 146 20 29.07 0.10 -1.00 -1 -1 E_RT_NONE U
146 147 95 21.02 0.07 -1.00 -1 -1 E_RT_NONE U
147 148 80 187.38 0.63 -1.00 -1 -1 E_RT_NONE U
148 149 72 6.08 0.02 -1.00 -1 -1 E_RT_NONE U
149 150 52 70.83 0.24 -1.00 -1 -1 E_RT_NONE U
150 151 57 118.60 0.40 -1.00 -1 -1 E_RT_NONE U
151 152 23 282.06 0.94 -1.00 -1 -1 E_RT_NONE U
152 153 40 289.88 0.97 -1.00 -1 -1 E_RT_NONE U
153 154 46 224.44 0.75 -1.00 -1 -1 E_RT_NONE U
154 155 33 134.08 0.45 -1.00 -1 -1 E_RT_NONE U
155 156 5 81.02 0.27 -1.00 -1 -1 E_RT_NONE U
156 157 84 148.00 0.49 -1.00 -1 -1 E_RT_NONE U
157 158 133 536.49 1.79 -1.00 -1 -1 E_RT_NONE U
158 159 151 547.87 1.83 -1.00 -1 -1 E_RT_NONE U
159 160 80 253.82 0.85 -1.00 -1 -1 E_RT_NONE U
160 161 141 218.69 0.73 -1.00 -1 -1 E_RT_NONE U
161 162 94 326.79 1.09 -1.00 -1 -1 E_RT_NONE U
162 163 31 133.69 0.45 -1.00 -1 -1 E_RT_NONE U
163 164 2 685.38 2.29 -1.00 -1 -1 E_RT_NONE U
164 165 63 275.07 0.92 -1.00 -1 -1 E_RT_NONE U
165 166 58 480.28 1.60 -1.00 -1 -1 E_RT_NONE U
166 167 107 142.00 0.47 -1.00 -1 -1 E_RT_NONE U
167 168 51 644.95 2.15 -1.00 -1 -1 E_RT_NONE U
168 169 150 150.08 0.50 -1.00 -1 -1 E_RT_NONE U
169 170 77 147.41 0.49 -1.00 -1 -1 E_RT_NONE U
170 171 78 240.38 0.80 -1.00 -1 -1 E_RT_NONE U
171 172 60 189.68 0.63 -1.00 -1 -1 E_RT_NONE U
172 173 28 271.84 0.91 -1.00 -1 -1 E_RT_NONE U
173 174 172 184.20 0.61 -1.00 -1 -1 E_RT_NONE U
174 175 120 435.29 1.45 -1.00 -1 -1 E_RT_NONE U
175 176 57 78.09 0.26 -1.00 -1 -1 E_RT_NONE U
176 177 79 220.08 0.73 -1.00 -1 -1 E_RT_NONE U
177 178 139 329.15 1.10 -1.00 -1 -1 E_RT_NONE U
178 179 159 144.67 0.48 -1.00 -1 -1 E_RT_NONE U
179 180 53 534.05 1.78 -1.00 -1 -1 E_RT_NONE U
180 181 60 74.33 0.25 -1.00 -1 -1 E_RT_NONE U
181 182 49 204.02 0.68 -1.00 -1 -1 E_RT_NONE U
