Topology: ( 300 Nodes, 300 Edges )
73 423.00 478.00 3 3 -1 RT_NONE 
74 882.00 233.00 1 1 -1 RT_NONE 
75 359.00 224.00 3 3 -1 RT_NONE 
76 854.00 754.00 4 4 -1 RT_NONE 
77 124.00 361.00 2 2 -1 RT_NONE 
78 991.00 117.00 1 1 -1 RT_NONE 
79 75.00 491.00 2 2 -1 RT_NONE 
80 687.00 73.00 1 1 -1 RT_NONE 
81 126.00 468.00 3 3 -1 RT_NONE 
82 227.00 62.00 3 3 -1 RT_NONE 
83 491.00 697.00 3 3 -1 RT_NONE 
84 938.00 179.00 3 3 -1 RT_NONE 
85 813.00 69.00 2 2 -1 RT_NONE 
86 541.00 264.00 3 3 -1 RT_NONE 
87 78.00 494.00 1 1 -1 RT_NONE 
88 551.00 973.00 1 1 -1 RT_NONE 
89 521.00 793.00 2 2 -1 RT_NONE 
90 457.00 735.00 3 3 -1 RT_NONE 
91 285.00 7.00 1 1 -1 RT_NONE 
92 49.00 762.00 2 2 -1 RT_NONE 
93 75.00 391.00 1 1 -1 RT_NONE 
94 939.00 219.00 3 3 -1 RT_NONE 
95 174.00 333.00 1 1 -1 RT_NONE 
96 615.00 372.00 1 1 -1 RT_NONE 
97 885.00 817.00 2 2 -1 RT_NONE 
98 330.00 837.00 2 2 -1 RT_NONE 
99 791.00 246.00 3 3 -1 RT_NONE 
100 41.00 36.00 1 1 -1 RT_NONE 
101 841.00 321.00 2 2 -1 RT_NONE 
102 540.00 804.00 1 1 -1 RT_NONE 
103 549.00 307.00 3 3 -1 RT_NONE 
104 554.00 791.00 2 2 -1 RT_NONE 
105 922.00 384.00 1 1 -1 RT_NONE 
106 211.00 475.00 6 6 -1 RT_NONE 
107 877.00 626.00 3 3 -1 RT_NONE 
108 950.00 52.00 1 1 -1 RT_NONE 
109 884.00 632.00 3 3 -1 RT_NONE 
110 85.00 374.00 1 1 -1 RT_NONE 
111 545.00 331.00 3 3 -1 RT_NONE 
112 352.00 74.00 2 2 -1 RT_NONE 
113 583.00 302.00 2 2 -1 RT_NONE 
114 417.00 607.00 2 2 -1 RT_NONE 
115 575.00 141.00 1 1 -1 RT_NONE 
116 419.00 777.00 1 1 -1 RT_NONE 
117 525.00 447.00 1 1 -1 RT_NONE 
118 841.00 250.00 2 2 -1 RT_NONE 
119 431.00 546.00 1 1 -1 RT_NONE 
120 792.00 214.00 2 2 -1 RT_NONE 
121 980.00 828.00 3 3 -1 RT_NONE 
122 751.00 887.00 1 1 -1 RT_NONE 
123 207.00 781.00 4 4 -1 RT_NONE 
124 106.00 621.00 2 2 -1 RT_NONE 
125 591.00 360.00 1 1 -1 RT_NONE 
126 912.00 451.00 1 1 -1 RT_NONE 
127 867.00 177.00 2 2 -1 RT_NONE 
128 934.00 512.00 1 1 -1 RT_NONE 
129 741.00 50.00 4 4 -1 RT_NONE 
130 737.00 935.00 1 1 -1 RT_NONE 
131 210.00 485.00 4 4 -1 RT_NONE 
132 652.00 827.00 1 1 -1 RT_NONE 
133 63.00 612.00 1 1 -1 RT_NONE 
134 341.00 309.00 3 3 -1 RT_NONE 
135 116.00 459.00 1 1 -1 RT_NONE 
136 275.00 443.00 1 1 -1 RT_NONE 
137 396.00 304.00 2 2 -1 RT_NONE 
138 318.00 236.00 2 2 -1 RT_NONE 
139 801.00 318.00 1 1 -1 RT_NONE 
140 24.00 713.00 2 2 -1 RT_NONE 
141 163.00 102.00 2 2 -1 RT_NONE 
142 895.00 746.00 2 2 -1 RT_NONE 
143 274.00 725.00 2 2 -1 RT_NONE 
144 531.00 836.00 1 1 -1 RT_NONE 
145 646.00 24.00 2 2 -1 RT_NONE 
146 10.00 71.00 1 1 -1 RT_NONE 
147 905.00 544.00 1 1 -1 RT_NONE 
148 288.00 5.00 3 3 -1 RT_NONE 
149 837.00 241.00 4 4 -1 RT_NONE 
150 658.00 279.00 1 1 -1 RT_NONE 
151 57.00 972.00 3 3 -1 RT_NONE 
152 241.00 236.00 1 1 -1 RT_NONE 
153 626.00 677.00 1 1 -1 RT_NONE 
154 773.00 158.00 1 1 -1 RT_NONE 
155 3.00 589.00 1 1 -1 RT_NONE 
156 140.00 752.00 1 1 -1 RT_NONE 
157 866.00 929.00 1 1 -1 RT_NONE 
158 804.00 42.00 1 1 -1 RT_NONE 
159 943.00 506.00 2 2 -1 RT_NONE 
160 617.00 551.00 5 5 -1 RT_NONE 
161 475.00 664.00 2 2 -1 RT_NONE 
162 98.00 945.00 1 1 -1 RT_NONE 
163 812.00 67.00 1 1 -1 RT_NONE 
164 760.00 557.00 1 1 -1 RT_NONE 
165 71.00 172.00 2 2 -1 RT_NONE 
166 186.00 377.00 1 1 -1 RT_NONE 
167 675.00 479.00 1 1 -1 RT_NONE 
168 351.00 364.00 2 2 -1 RT_NONE 
169 857.00 335.00 1 1 -1 RT_NONE 
170 65.00 712.00 1 1 -1 RT_NONE 
171 955.00 357.00 1 1 -1 RT_NONE 
172 803.00 113.00 1 1 -1 RT_NONE 
173 338.00 104.00 1 1 -1 RT_NONE 
174 619.00 812.00 1 1 -1 RT_NONE 
175 445.00 414.00 1 1 -1 RT_NONE 
176 304.00 506.00 1 1 -1 RT_NONE 
177 238.00 526.00 2 2 -1 RT_NONE 
178 385.00 917.00 1 1 -1 RT_NONE 
179 24.00 408.00 1 1 -1 RT_NONE 
180 588.00 283.00 2 2 -1 RT_NONE 
181 435.00 436.00 1 1 -1 RT_NONE 
182 985.00 445.00 3 3 -1 RT_NONE 
183 269.00 48.00 1 1 -1 RT_NONE 
184 284.00 765.00 2 2 -1 RT_NONE 
185 46.00 243.00 3 3 -1 RT_NONE 
186 661.00 464.00 3 3 -1 RT_NONE 
187 717.00 757.00 1 1 -1 RT_NONE 
188 813.00 217.00 1 1 -1 RT_NONE 
189 845.00 605.00 1 1 -1 RT_NONE 
190 535.00 70.00 2 2 -1 RT_NONE 
191 343.00 66.00 1 1 -1 RT_NONE 
192 335.00 843.00 1 1 -1 RT_NONE 
193 44.00 403.00 1 1 -1 RT_NONE 
194 392.00 807.00 1 1 -1 RT_NONE 
195 933.00 946.00 1 1 -1 RT_NONE 
196 359.00 234.00 3 3 -1 RT_NONE 
197 86.00 137.00 3 3 -1 RT_NONE 
198 29.00 563.00 1 1 -1 RT_NONE 
199 432.00 567.00 1 1 -1 RT_NONE 
200 249.00 913.00 1 1 -1 RT_NONE 
201 526.00 760.00 1 1 -1 RT_NONE 
202 460.00 83.00 1 1 -1 RT_NONE 
203 8.00 807.00 2 2 -1 RT_NONE 
204 984.00 467.00 2 2 -1 RT_NONE 
205 238.00 999.00 1 1 -1 RT_NONE 
206 571.00 360.00 1 1 -1 RT_NONE 
207 545.00 344.00 1 1 -1 RT_NONE 
208 231.00 406.00 1 1 -1 RT_NONE 
209 175.00 435.00 1 1 -1 RT_NONE 
210 109.00 685.00 2 2 -1 RT_NONE 
211 483.00 313.00 1 1 -1 RT_NONE 
212 4.00 504.00 1 1 -1 RT_NONE 
213 656.00 952.00 1 1 -1 RT_NONE 
214 296.00 50.00 2 2 -1 RT_NONE 
215 470.00 302.00 2 2 -1 RT_NONE 
216 905.00 883.00 2 2 -1 RT_NONE 
217 681.00 671.00 1 1 -1 RT_NONE 
218 673.00 957.00 1 1 -1 RT_NONE 
219 80.00 965.00 1 1 -1 RT_NONE 
220 244.00 513.00 2 2 -1 RT_NONE 
221 89.00 186.00 1 1 -1 RT_NONE 
222 265.00 399.00 1 1 -1 RT_NONE 
223 915.00 606.00 1 1 -1 RT_NONE 
224 112.00 100.00 1 1 -1 RT_NONE 
225 479.00 713.00 2 2 -1 RT_NONE 
226 548.00 939.00 1 1 -1 RT_NONE 
227 789.00 909.00 1 1 -1 RT_NONE 
228 850.00 594.00 1 1 -1 RT_NONE 
229 675.00 744.00 1 1 -1 RT_NONE 
230 206.00 361.00 1 1 -1 RT_NONE 
231 325.00 386.00 1 1 -1 RT_NONE 
232 189.00 637.00 1 1 -1 RT_NONE 
233 183.00 974.00 3 3 -1 RT_NONE 
234 174.00 331.00 1 1 -1 RT_NONE 
235 220.00 244.00 1 1 -1 RT_NONE 
236 770.00 342.00 2 2 -1 RT_NONE 
237 533.00 509.00 2 2 -1 RT_NONE 
238 983.00 854.00 1 1 -1 RT_NONE 
239 633.00 78.00 1 1 -1 RT_NONE 
240 662.00 709.00 1 1 -1 RT_NONE 
241 585.00 858.00 1 1 -1 RT_NONE 
242 21.00 108.00 1 1 -1 RT_NONE 
243 645.00 235.00 1 1 -1 RT_NONE 
244 962.00 861.00 1 1 -1 RT_NONE 
245 938.00 785.00 1 1 -1 RT_NONE 
246 910.00 381.00 1 1 -1 RT_NONE 
247 499.00 739.00 1 1 -1 RT_NONE 
248 558.00 4.00 1 1 -1 RT_NONE 
249 300.00 898.00 1 1 -1 RT_NONE 
250 832.00 460.00 1 1 -1 RT_NONE 
251 378.00 374.00 2 2 -1 RT_NONE 
252 662.00 713.00 1 1 -1 RT_NONE 
253 285.00 718.00 1 1 -1 RT_NONE 
254 310.00 771.00 1 1 -1 RT_NONE 
255 812.00 916.00 1 1 -1 RT_NONE 
256 766.00 680.00 1 1 -1 RT_NONE 
257 423.00 104.00 1 1 -1 RT_NONE 
258 642.00 983.00 1 1 -1 RT_NONE 
259 405.00 513.00 1 1 -1 RT_NONE 
260 267.00 553.00 1 1 -1 RT_NONE 
261 318.00 98.00 1 1 -1 RT_NONE 
262 920.00 609.00 1 1 -1 RT_NONE 
263 488.00 903.00 1 1 -1 RT_NONE 
264 141.00 876.00 1 1 -1 RT_NONE 
265 768.00 660.00 1 1 -1 RT_NONE 
266 306.00 291.00 1 1 -1 RT_NONE 
267 431.00 512.00 1 1 -1 RT_NONE 
268 648.00 415.00 1 1 -1 RT_NONE 
269 364.00 305.00 1 1 -1 RT_NONE 
270 50.00 145.00 1 1 -1 RT_NONE 
271 867.00 454.00 1 1 -1 RT_NONE 
272 301.00 350.00 1 1 -1 RT_NONE 
273 572.00 362.00 1 1 -1 RT_NONE 
274 552.00 486.00 1 1 -1 RT_NONE 
275 745.00 114.00 1 1 -1 RT_NONE 
276 969.00 919.00 1 1 -1 RT_NONE 
277 513.00 406.00 1 1 -1 RT_NONE 
278 597.00 740.00 1 1 -1 RT_NONE 
279 213.00 314.00 1 1 -1 RT_NONE 
280 294.00 107.00 1 1 -1 RT_NONE 
281 728.00 459.00 1 1 -1 RT_NONE 
282 818.00 152.00 1 1 -1 RT_NONE 
283 569.00 10.00 1 1 -1 RT_NONE 
284 322.00 856.00 1 1 -1 RT_NONE 
285 0.00 700.00 1 1 -1 RT_NONE 
286 319.00 140.00 1 1 -1 RT_NONE 
287 140.00 114.00 1 1 -1 RT_NONE 
288 591.00 138.00 1 1 -1 RT_NONE 
289 919.00 767.00 1 1 -1 RT_NONE 
290 360.00 804.00 1 1 -1 RT_NONE 
291 801.00 285.00 1 1 -1 RT_NONE 
292 742.00 909.00 1 1 -1 RT_NONE 
293 237.00 198.00 1 1 -1 RT_NONE 
294 975.00 141.00 1 1 -1 RT_NONE 
295 961.00 491.00 1 1 -1 RT_NONE 
296 80.00 620.00 1 1 -1 RT_NONE 
297 235.00 216.00 1 1 -1 RT_NONE 
298 400.00 968.00 1 1 -1 RT_NONE 
299 309.00 725.00 1 1 -1 RT_NONE 

Edges: (300):
0 1 0 541.01 1.80 -1.00 -1 -1 E_RT_NONE U
1 2 0 558.19 1.86 -1.00 -1 -1 E_RT_NONE U
2 3 2 543.92 1.81 -1.00 -1 -1 E_RT_NONE U
3 4 2 261.08 0.87 -1.00 -1 -1 E_RT_NONE U
4 5 3 417.22 1.39 -1.00 -1 -1 E_RT_NONE U
5 6 4 195.02 0.65 -1.00 -1 -1 E_RT_NONE U
6 7 3 576.04 1.92 -1.00 -1 -1 E_RT_NONE U
7 8 7 257.51 0.86 -1.00 -1 -1 E_RT_NONE U
8 9 7 412.70 1.38 -1.00 -1 -1 E_RT_NONE U
9 10 3 564.78 1.88 -1.00 -1 -1 E_RT_NONE U
10 11 9 299.17 1.00 -1.00 -1 -1 E_RT_NONE U
11 12 6 289.01 0.96 -1.00 -1 -1 E_RT_NONE U
12 13 1 453.78 1.51 -1.00 -1 -1 E_RT_NONE U
13 14 7 77.88 0.26 -1.00 -1 -1 E_RT_NONE U
14 15 11 316.23 1.05 -1.00 -1 -1 E_RT_NONE U
15 16 11 277.06 0.92 -1.00 -1 -1 E_RT_NONE U
16 17 16 501.70 1.67 -1.00 -1 -1 E_RT_NONE U
17 18 14 12.04 0.04 -1.00 -1 -1 E_RT_NONE U
18 19 13 337.85 1.13 -1.00 -1 -1 E_RT_NONE U
19 20 11 39.92 0.13 -1.00 -1 -1 E_RT_NONE U
20 21 19 156.59 0.52 -1.00 -1 -1 E_RT_NONE U
21 22 8 80.50 0.27 -1.00 -1 -1 E_RT_NONE U
22 23 15 352.87 1.18 -1.00 -1 -1 E_RT_NONE U
23 24 21 91.09 0.30 -1.00 -1 -1 E_RT_NONE U
24 25 0 213.19 0.71 -1.00 -1 -1 E_RT_NONE U
25 26 15 22.56 0.08 -1.00 -1 -1 E_RT_NONE U
26 27 18 636.94 2.12 -1.00 -1 -1 E_RT_NONE U
27 28 15 162.83 0.54 -1.00 -1 -1 E_RT_NONE U
28 29 1 165.30 0.55 -1.00 -1 -1 E_RT_NONE U
29 30 3 201.36 0.67 -1.00 -1 -1 E_RT_NONE U
30 31 18 373.21 1.24 -1.00 -1 -1 E_RT_NONE U
31 32 3 181.14 0.60 -1.00 -1 -1 E_RT_NONE U
32 33 29 328.10 1.09 -1.00 -1 -1 E_RT_NONE U
33 34 11 74.97 0.25 -1.00 -1 -1 E_RT_NONE U
34 35 27 232.76 0.78 -1.00 -1 -1 E_RT_NONE U
35 36 24 93.35 0.31 -1.00 -1 -1 E_RT_NONE U
36 37 22 99.08 0.33 -1.00 -1 -1 E_RT_NONE U
37 38 4 229.49 0.77 -1.00 -1 -1 E_RT_NONE U
38 39 0 65.38 0.22 -1.00 -1 -1 E_RT_NONE U
39 40 7 84.72 0.28 -1.00 -1 -1 E_RT_NONE U
40 41 14 219.46 0.73 -1.00 -1 -1 E_RT_NONE U
41 42 34 239.93 0.80 -1.00 -1 -1 E_RT_NONE U
42 43 40 27.31 0.09 -1.00 -1 -1 E_RT_NONE U
43 44 23 480.40 1.60 -1.00 -1 -1 E_RT_NONE U
44 45 8 93.06 0.31 -1.00 -1 -1 E_RT_NONE U
45 46 12 58.00 0.19 -1.00 -1 -1 E_RT_NONE U
46 47 13 481.36 1.61 -1.00 -1 -1 E_RT_NONE U
47 48 1 270.68 0.90 -1.00 -1 -1 E_RT_NONE U
48 49 34 59.82 0.20 -1.00 -1 -1 E_RT_NONE U
49 50 39 120.78 0.40 -1.00 -1 -1 E_RT_NONE U
50 51 7 227.27 0.76 -1.00 -1 -1 E_RT_NONE U
51 52 51 47.01 0.16 -1.00 -1 -1 E_RT_NONE U
52 53 50 54.13 0.18 -1.00 -1 -1 E_RT_NONE U
53 54 11 21.63 0.07 -1.00 -1 -1 E_RT_NONE U
54 55 18 74.11 0.25 -1.00 -1 -1 E_RT_NONE U
55 56 39 288.50 0.96 -1.00 -1 -1 E_RT_NONE U
56 57 24 672.84 2.24 -1.00 -1 -1 E_RT_NONE U
57 58 18 283.02 0.94 -1.00 -1 -1 E_RT_NONE U
58 59 23 123.69 0.41 -1.00 -1 -1 E_RT_NONE U
59 60 20 361.85 1.21 -1.00 -1 -1 E_RT_NONE U
60 61 50 318.21 1.06 -1.00 -1 -1 E_RT_NONE U
61 62 32 196.21 0.65 -1.00 -1 -1 E_RT_NONE U
62 63 35 171.73 0.57 -1.00 -1 -1 E_RT_NONE U
63 64 26 524.43 1.75 -1.00 -1 -1 E_RT_NONE U
64 65 37 246.42 0.82 -1.00 -1 -1 E_RT_NONE U
65 66 23 612.89 2.04 -1.00 -1 -1 E_RT_NONE U
66 67 52 243.29 0.81 -1.00 -1 -1 E_RT_NONE U
67 68 65 370.14 1.23 -1.00 -1 -1 E_RT_NONE U
68 69 57 150.59 0.50 -1.00 -1 -1 E_RT_NONE U
69 70 1 104.35 0.35 -1.00 -1 -1 E_RT_NONE U
70 71 69 100.00 0.33 -1.00 -1 -1 E_RT_NONE U
71 72 14 71.20 0.24 -1.00 -1 -1 E_RT_NONE U
72 73 0 275.75 0.92 -1.00 -1 -1 E_RT_NONE U
73 74 33 211.91 0.71 -1.00 -1 -1 E_RT_NONE U
74 75 39 61.47 0.21 -1.00 -1 -1 E_RT_NONE U
75 76 65 132.77 0.44 -1.00 -1 -1 E_RT_NONE U
76 77 15 240.60 0.80 -1.00 -1 -1 E_RT_NONE U
77 78 31 469.00 1.56 -1.00 -1 -1 E_RT_NONE U
78 79 15 114.56 0.38 -1.00 -1 -1 E_RT_NONE U
79 80 30 244.81 0.82 -1.00 -1 -1 E_RT_NONE U
80 81 15 134.35 0.45 -1.00 -1 -1 E_RT_NONE U
81 82 64 77.79 0.26 -1.00 -1 -1 E_RT_NONE U
82 83 2 57.56 0.19 -1.00 -1 -1 E_RT_NONE U
83 84 46 214.40 0.72 -1.00 -1 -1 E_RT_NONE U
84 85 32 167.59 0.56 -1.00 -1 -1 E_RT_NONE U
85 86 3 52.80 0.18 -1.00 -1 -1 E_RT_NONE U
86 87 59 196.17 0.65 -1.00 -1 -1 E_RT_NONE U
87 88 2 229.31 0.76 -1.00 -1 -1 E_RT_NONE U
88 89 73 329.89 1.10 -1.00 -1 -1 E_RT_NONE U
89 90 9 85.09 0.28 -1.00 -1 -1 E_RT_NONE U
90 91 53 241.62 0.81 -1.00 -1 -1 E_RT_NONE U
91 92 71 250.78 0.84 -1.00 -1 -1 E_RT_NONE U
92 93 82 362.42 1.21 -1.00 -1 -1 E_RT_NONE U
93 94 84 40.01 0.13 -1.00 -1 -1 E_RT_NONE U
94 95 34 511.81 1.71 -1.00 -1 -1 E_RT_NONE U
95 96 17 274.85 0.92 -1.00 -1 -1 E_RT_NONE U
96 97 14 126.00 0.42 -1.00 -1 -1 E_RT_NONE U
97 98 38 329.37 1.10 -1.00 -1 -1 E_RT_NONE U
98 99 12 242.43 0.81 -1.00 -1 -1 E_RT_NONE U
99 100 32 605.30 2.02 -1.00 -1 -1 E_RT_NONE U
100 101 77 718.11 2.40 -1.00 -1 -1 E_RT_NONE U
101 102 16 242.25 0.81 -1.00 -1 -1 E_RT_NONE U
102 103 33 129.99 0.43 -1.00 -1 -1 E_RT_NONE U
103 104 42 209.12 0.70 -1.00 -1 -1 E_RT_NONE U
104 105 5 279.49 0.93 -1.00 -1 -1 E_RT_NONE U
105 106 73 212.02 0.71 -1.00 -1 -1 E_RT_NONE U
106 107 14 223.66 0.75 -1.00 -1 -1 E_RT_NONE U
107 108 94 167.36 0.56 -1.00 -1 -1 E_RT_NONE U
108 109 76 125.63 0.42 -1.00 -1 -1 E_RT_NONE U
109 110 23 287.06 0.96 -1.00 -1 -1 E_RT_NONE U
110 111 30 195.92 0.65 -1.00 -1 -1 E_RT_NONE U
111 112 75 150.16 0.50 -1.00 -1 -1 E_RT_NONE U
112 113 36 154.35 0.51 -1.00 -1 -1 E_RT_NONE U
113 114 9 166.40 0.56 -1.00 -1 -1 E_RT_NONE U
114 115 59 419.66 1.40 -1.00 -1 -1 E_RT_NONE U
115 116 60 124.91 0.42 -1.00 -1 -1 E_RT_NONE U
116 117 13 89.54 0.30 -1.00 -1 -1 E_RT_NONE U
117 118 30 118.51 0.40 -1.00 -1 -1 E_RT_NONE U
118 119 106 231.17 0.77 -1.00 -1 -1 E_RT_NONE U
119 120 12 266.81 0.89 -1.00 -1 -1 E_RT_NONE U
120 121 22 155.08 0.52 -1.00 -1 -1 E_RT_NONE U
121 122 40 69.07 0.23 -1.00 -1 -1 E_RT_NONE U
122 123 51 362.99 1.21 -1.00 -1 -1 E_RT_NONE U
123 124 58 441.69 1.47 -1.00 -1 -1 E_RT_NONE U
124 125 39 329.85 1.10 -1.00 -1 -1 E_RT_NONE U
125 126 72 466.55 1.56 -1.00 -1 -1 E_RT_NONE U
126 127 84 71.03 0.24 -1.00 -1 -1 E_RT_NONE U
127 128 19 161.97 0.54 -1.00 -1 -1 E_RT_NONE U
128 129 120 171.75 0.57 -1.00 -1 -1 E_RT_NONE U
129 130 86 699.04 2.33 -1.00 -1 -1 E_RT_NONE U
130 131 106 10.05 0.03 -1.00 -1 -1 E_RT_NONE U
131 132 4 92.05 0.31 -1.00 -1 -1 E_RT_NONE U
132 133 123 222.03 0.74 -1.00 -1 -1 E_RT_NONE U
133 134 103 208.01 0.69 -1.00 -1 -1 E_RT_NONE U
134 135 90 438.70 1.46 -1.00 -1 -1 E_RT_NONE U
135 136 63 405.01 1.35 -1.00 -1 -1 E_RT_NONE U
136 137 131 259.53 0.87 -1.00 -1 -1 E_RT_NONE U
137 138 25 176.65 0.59 -1.00 -1 -1 E_RT_NONE U
138 139 30 61.29 0.20 -1.00 -1 -1 E_RT_NONE U
139 140 81 265.38 0.89 -1.00 -1 -1 E_RT_NONE U
140 141 82 75.47 0.25 -1.00 -1 -1 E_RT_NONE U
141 142 121 118.11 0.39 -1.00 -1 -1 E_RT_NONE U
142 143 49 245.20 0.82 -1.00 -1 -1 E_RT_NONE U
143 144 71 290.45 0.97 -1.00 -1 -1 E_RT_NONE U
144 145 44 54.45 0.18 -1.00 -1 -1 E_RT_NONE U
145 146 53 470.49 1.57 -1.00 -1 -1 E_RT_NONE U
146 147 104 429.20 1.43 -1.00 -1 -1 E_RT_NONE U
147 148 25 198.72 0.66 -1.00 -1 -1 E_RT_NONE U
148 149 70 200.21 0.67 -1.00 -1 -1 E_RT_NONE U
149 150 149 182.99 0.61 -1.00 -1 -1 E_RT_NONE U
150 151 26 367.07 1.22 -1.00 -1 -1 E_RT_NONE U
151 152 138 77.00 0.26 -1.00 -1 -1 E_RT_NONE U
152 153 109 261.90 0.87 -1.00 -1 -1 E_RT_NONE U
153 154 129 112.64 0.38 -1.00 -1 -1 E_RT_NONE U
154 155 124 107.86 0.36 -1.00 -1 -1 E_RT_NONE U
155 156 81 284.34 0.95 -1.00 -1 -1 E_RT_NONE U
156 157 45 43.27 0.14 -1.00 -1 -1 E_RT_NONE U
157 158 129 63.51 0.21 -1.00 -1 -1 E_RT_NONE U
158 159 99 301.17 1.00 -1.00 -1 -1 E_RT_NONE U
159 160 39 470.88 1.57 -1.00 -1 -1 E_RT_NONE U
160 161 83 36.67 0.12 -1.00 -1 -1 E_RT_NONE U
161 162 54 55.87 0.19 -1.00 -1 -1 E_RT_NONE U
162 163 107 562.77 1.88 -1.00 -1 -1 E_RT_NONE U
163 164 145 545.06 1.82 -1.00 -1 -1 E_RT_NONE U
164 165 106 333.78 1.11 -1.00 -1 -1 E_RT_NONE U
165 166 53 359.01 1.20 -1.00 -1 -1 E_RT_NONE U
166 167 149 287.90 0.96 -1.00 -1 -1 E_RT_NONE U
167 168 53 237.19 0.79 -1.00 -1 -1 E_RT_NONE U
168 169 47 197.85 0.66 -1.00 -1 -1 E_RT_NONE U
169 170 20 190.76 0.64 -1.00 -1 -1 E_RT_NONE U
170 171 47 151.01 0.50 -1.00 -1 -1 E_RT_NONE U
171 172 1 121.08 0.40 -1.00 -1 -1 E_RT_NONE U
172 173 161 576.51 1.92 -1.00 -1 -1 E_RT_NONE U
173 174 14 140.06 0.47 -1.00 -1 -1 E_RT_NONE U
174 175 13 70.72 0.24 -1.00 -1 -1 E_RT_NONE U
175 176 67 116.42 0.39 -1.00 -1 -1 E_RT_NONE U
176 177 106 57.71 0.19 -1.00 -1 -1 E_RT_NONE U
177 178 11 266.00 0.89 -1.00 -1 -1 E_RT_NONE U
178 179 79 97.42 0.32 -1.00 -1 -1 E_RT_NONE U
179 180 131 428.59 1.43 -1.00 -1 -1 E_RT_NONE U
180 181 56 339.51 1.13 -1.00 -1 -1 E_RT_NONE U
181 182 109 212.53 0.71 -1.00 -1 -1 E_RT_NONE U
