Topology: ( 300 Nodes, 300 Edges )
73 804.00 67.00 2 2 -1 RT_NONE 
74 682.00 43.00 2 2 -1 RT_NONE 
75 24.00 896.00 2 2 -1 RT_NONE 
76 372.00 775.00 1 1 -1 RT_NONE 
77 472.00 301.00 3 3 -1 RT_NONE 
78 887.00 45.00 2 2 -1 RT_NONE 
79 255.00 497.00 2 2 -1 RT_NONE 
80 219.00 862.00 1 1 -1 RT_NONE 
81 139.00 958.00 2 2 -1 RT_NONE 
82 745.00 112.00 1 1 -1 RT_NONE 
83 827.00 423.00 2 2 -1 RT_NONE 
84 312.00 717.00 2 2 -1 RT_NONE 
85 959.00 319.00 1 1 -1 RT_NONE 
86 174.00 19.00 3 3 -1 RT_NONE 
87 582.00 198.00 1 1 -1 RT_NONE 
88 503.00 588.00 1 1 -1 RT_NONE 
89 764.00 551.00 1 1 -1 RT_NONE 
90 169.00 25.00 4 4 -1 RT_NONE 
91 664.00 896.00 6 6 -1 RT_NONE 
92 173.00 150.00 1 1 -1 RT_NONE 
93 188.00 784.00 1 1 -1 RT_NONE 
94 401.00 627.00 1 1 -1 RT_NONE 
95 376.00 951.00 1 1 -1 RT_NONE 
96 19.00 296.00 2 2 -1 RT_NONE 
97 773.00 399.00 3 3 -1 RT_NONE 
98 897.00 129.00 2 2 -1 RT_NONE 
99 670.00 617.00 2 2 -1 RT_NONE 
100 322.00 763.00 1 1 -1 RT_NONE 
101 822.00 202.00 1 1 -1 RT_NONE 
102 536.00 21.00 3 3 -1 RT_NONE 
103 424.00 906.00 2 2 -1 RT_NONE 
104 195.00 762.00 4 4 -1 RT_NONE 
105 902.00 848.00 2 2 -1 RT_NONE 
106 604.00 922.00 1 1 -1 RT_NONE 
107 864.00 242.00 2 2 -1 RT_NONE 
108 707.00 200.00 2 2 -1 RT_NONE 
109 12.00 305.00 2 2 -1 RT_NONE 
110 462.00 551.00 3 3 -1 RT_NONE 
111 178.00 122.00 1 1 -1 RT_NONE 
112 749.00 321.00 1 1 -1 RT_NONE 
113 796.00 564.00 2 2 -1 RT_NONE 
114 984.00 429.00 3 3 -1 RT_NONE 
115 115.00 178.00 1 1 -1 RT_NONE 
116 417.00 788.00 3 3 -1 RT_NONE 
117 423.00 383.00 1 1 -1 RT_NONE 
118 45.00 931.00 2 2 -1 RT_NONE 
119 368.00 694.00 1 1 -1 RT_NONE 
120 361.00 531.00 1 1 -1 RT_NONE 
121 303.00 27.00 6 6 -1 RT_NONE 
122 302.00 358.00 2 2 -1 RT_NONE 
123 832.00 967.00 4 4 -1 RT_NONE 
124 693.00 508.00 3 3 -1 RT_NONE 
125 101.00 751.00 2 2 -1 RT_NONE 
126 177.00 956.00 1 1 -1 RT_NONE 
127 962.00 891.00 2 2 -1 RT_NONE 
128 164.00 392.00 1 1 -1 RT_NONE 
129 981.00 352.00 1 1 -1 RT_NONE 
130 266.00 246.00 2 2 -1 RT_NONE 
131 307.00 855.00 2 2 -1 RT_NONE 
132 497.00 585.00 3 3 -1 RT_NONE 
133 56.00 934.00 1 1 -1 RT_NONE 
134 869.00 677.00 4 4 -1 RT_NONE 
135 878.00 194.00 2 2 -1 RT_NONE 
136 381.00 271.00 2 2 -1 RT_NONE 
137 419.00 506.00 3 3 -1 RT_NONE 
138 454.00 256.00 4 4 -1 RT_NONE 
139 406.00 68.00 2 2 -1 RT_NONE 
140 644.00 910.00 1 1 -1 RT_NONE 
141 822.00 226.00 2 2 -1 RT_NONE 
142 722.00 622.00 2 2 -1 RT_NONE 
143 473.00 786.00 1 1 -1 RT_NONE 
144 68.00 976.00 1 1 -1 RT_NONE 
145 387.00 247.00 3 3 -1 RT_NONE 
146 721.00 893.00 4 4 -1 RT_NONE 
147 768.00 413.00 2 2 -1 RT_NONE 
148 210.00 619.00 2 2 -1 RT_NONE 
149 488.00 300.00 2 2 -1 RT_NONE 
150 164.00 897.00 1 1 -1 RT_NONE 
151 587.00 774.00 1 1 -1 RT_NONE 
152 439.00 59.00 1 1 -1 RT_NONE 
153 860.00 680.00 2 2 -1 RT_NONE 
154 864.00 649.00 1 1 -1 RT_NONE 
155 39.00 871.00 1 1 -1 RT_NONE 
156 328.00 128.00 2 2 -1 RT_NONE 
157 290.00 145.00 2 2 -1 RT_NONE 
158 876.00 626.00 1 1 -1 RT_NONE 
159 51.00 781.00 1 1 -1 RT_NONE 
160 226.00 818.00 1 1 -1 RT_NONE 
161 785.00 733.00 3 3 -1 RT_NONE 
162 100.00 515.00 2 2 -1 RT_NONE 
163 949.00 269.00 1 1 -1 RT_NONE 
164 513.00 560.00 3 3 -1 RT_NONE 
165 716.00 571.00 1 1 -1 RT_NONE 
166 339.00 990.00 3 3 -1 RT_NONE 
167 772.00 616.00 1 1 -1 RT_NONE 
168 49.00 728.00 1 1 -1 RT_NONE 
169 451.00 721.00 2 2 -1 RT_NONE 
170 446.00 93.00 2 2 -1 RT_NONE 
171 235.00 558.00 1 1 -1 RT_NONE 
172 405.00 60.00 2 2 -1 RT_NONE 
173 334.00 114.00 1 1 -1 RT_NONE 
174 313.00 442.00 2 2 -1 RT_NONE 
175 933.00 132.00 1 1 -1 RT_NONE 
176 363.00 162.00 1 1 -1 RT_NONE 
177 570.00 89.00 3 3 -1 RT_NONE 
178 995.00 102.00 2 2 -1 RT_NONE 
179 543.00 709.00 1 1 -1 RT_NONE 
180 217.00 537.00 1 1 -1 RT_NONE 
181 434.00 197.00 2 2 -1 RT_NONE 
182 850.00 226.00 2 2 -1 RT_NONE 
183 700.00 346.00 3 3 -1 RT_NONE 
184 111.00 382.00 1 1 -1 RT_NONE 
185 50.00 144.00 1 1 -1 RT_NONE 
186 556.00 282.00 2 2 -1 RT_NONE 
187 827.00 976.00 3 3 -1 RT_NONE 
188 650.00 979.00 2 2 -1 RT_NONE 
189 701.00 19.00 2 2 -1 RT_NONE 
190 42.00 411.00 2 2 -1 RT_NONE 
191 881.00 264.00 3 3 -1 RT_NONE 
192 258.00 796.00 2 2 -1 RT_NONE 
193 919.00 458.00 1 1 -1 RT_NONE 
194 928.00 606.00 1 1 -1 RT_NONE 
195 832.00 414.00 2 2 -1 RT_NONE 
196 130.00 4.00 1 1 -1 RT_NONE 
197 71.00 362.00 2 2 -1 RT_NONE 
198 242.00 696.00 1 1 -1 RT_NONE 
199 284.00 401.00 1 1 -1 RT_NONE 
200 952.00 17.00 1 1 -1 RT_NONE 
201 831.00 748.00 3 3 -1 RT_NONE 
202 953.00 752.00 1 1 -1 RT_NONE 
203 317.00 705.00 2 2 -1 RT_NONE 
204 50.00 337.00 1 1 -1 RT_NONE 
205 916.00 691.00 1 1 -1 RT_NONE 
206 850.00 564.00 1 1 -1 RT_NONE 
207 858.00 40.00 1 1 -1 RT_NONE 
208 701.00 472.00 1 1 -1 RT_NONE 
209 469.00 118.00 1 1 -1 RT_NONE 
210 471.00 332.00 2 2 -1 RT_NONE 
211 614.00 582.00 3 3 -1 RT_NONE 
212 545.00 496.00 2 2 -1 RT_NONE 
213 29.00 919.00 2 2 -1 RT_NONE 
214 74.00 15.00 1 1 -1 RT_NONE 
215 422.00 64.00 1 1 -1 RT_NONE 
216 512.00 583.00 2 2 -1 RT_NONE 
217 748.00 785.00 3 3 -1 RT_NONE 
218 84.00 815.00 1 1 -1 RT_NONE 
219 377.00 279.00 1 1 -1 RT_NONE 
220 18.00 370.00 2 2 -1 RT_NONE 
221 332.00 953.00 2 2 -1 RT_NONE 
222 389.00 794.00 1 1 -1 RT_NONE 
223 406.00 571.00 1 1 -1 RT_NONE 
224 592.00 44.00 2 2 -1 RT_NONE 
225 556.00 768.00 1 1 -1 RT_NONE 
226 233.00 765.00 1 1 -1 RT_NONE 
227 900.00 823.00 1 1 -1 RT_NONE 
228 995.00 590.00 1 1 -1 RT_NONE 
229 299.00 521.00 1 1 -1 RT_NONE 
230 379.00 529.00 2 2 -1 RT_NONE 
231 607.00 7.00 1 1 -1 RT_NONE 
232 449.00 950.00 1 1 -1 RT_NONE 
233 594.00 923.00 2 2 -1 RT_NONE 
234 874.00 296.00 1 1 -1 RT_NONE 
235 552.00 685.00 1 1 -1 RT_NONE 
236 931.00 885.00 1 1 -1 RT_NONE 
237 219.00 540.00 1 1 -1 RT_NONE 
238 885.00 370.00 1 1 -1 RT_NONE 
239 665.00 524.00 2 2 -1 RT_NONE 
240 573.00 524.00 2 2 -1 RT_NONE 
241 751.00 969.00 1 1 -1 RT_NONE 
242 798.00 9.00 1 1 -1 RT_NONE 
243 444.00 276.00 1 1 -1 RT_NONE 
244 681.00 675.00 1 1 -1 RT_NONE 
245 232.00 573.00 1 1 -1 RT_NONE 
246 100.00 147.00 1 1 -1 RT_NONE 
247 470.00 878.00 1 1 -1 RT_NONE 
248 710.00 89.00 1 1 -1 RT_NONE 
249 308.00 348.00 1 1 -1 RT_NONE 
250 727.00 200.00 1 1 -1 RT_NONE 
251 426.00 716.00 1 1 -1 RT_NONE 
252 927.00 314.00 1 1 -1 RT_NONE 
253 274.00 69.00 1 1 -1 RT_NONE 
254 381.00 833.00 1 1 -1 RT_NONE 
255 433.00 113.00 1 1 -1 RT_NONE 
256 149.00 379.00 1 1 -1 RT_NONE 
257 764.00 15.00 1 1 -1 RT_NONE 
258 40.00 280.00 1 1 -1 RT_NONE 
259 815.00 853.00 1 1 -1 RT_NONE 
260 563.00 314.00 1 1 -1 RT_NONE 
261 911.00 609.00 1 1 -1 RT_NONE 
262 831.00 346.00 1 1 -1 RT_NONE 
263 883.00 941.00 1 1 -1 RT_NONE 
264 530.00 900.00 1 1 -1 RT_NONE 
265 541.00 464.00 1 1 -1 RT_NONE 
266 628.00 991.00 1 1 -1 RT_NONE 
267 79.00 659.00 2 2 -1 RT_NONE 
268 400.00 64.00 1 1 -1 RT_NONE 
269 377.00 988.00 1 1 -1 RT_NONE 
270 521.00 748.00 1 1 -1 RT_NONE 
271 423.00 170.00 1 1 -1 RT_NONE 
272 241.00 426.00 1 1 -1 RT_NONE 
273 681.00 779.00 1 1 -1 RT_NONE 
274 771.00 967.00 1 1 -1 RT_NONE 
275 654.00 766.00 1 1 -1 RT_NONE 
276 958.00 319.00 1 1 -1 RT_NONE 
277 213.00 390.00 1 1 -1 RT_NONE 
278 490.00 703.00 1 1 -1 RT_NONE 
279 710.00 200.00 1 1 -1 RT_NONE 
280 327.00 154.00 1 1 -1 RT_NONE 
281 705.00 881.00 1 1 -1 RT_NONE 
282 17.00 567.00 1 1 -1 RT_NONE 
283 37.00 970.00 1 1 -1 RT_NONE 
284 456.00 841.00 1 1 -1 RT_NONE 
285 272.00 40.00 1 1 -1 RT_NONE 
286 254.00 487.00 1 1 -1 RT_NONE 
287 801.00 225.00 1 1 -1 RT_NONE 
288 519.00 199.00 1 1 -1 RT_NONE 
289 716.00 862.00 1 1 -1 RT_NONE 
290 421.00 0.00 1 1 -1 RT_NONE 
291 84.00 709.00 1 1 -1 RT_NONE 
292 177.00 88.00 1 1 -1 RT_NONE 
293 921.00 531.00 1 1 -1 RT_NONE 
294 721.00 650.00 1 1 -1 RT_NONE 
295 699.00 883.00 1 1 -1 RT_NONE 
296 198.00 988.00 1 1 -1 RT_NONE 
297 343.00 720.00 1 1 -1 RT_NONE 
298 911.00 418.00 1 1 -1 RT_NONE 
299 605.00 794.00 1 1 -1 RT_NONE 

Edges: (300):
0 1 0 218.56 0.73 -1.00 -1 -1 E_RT_NONE U
1 2 0 580.22 1.94 -1.00 -1 -1 E_RT_NONE U
2 3 2 445.04 1.48 -1.00 -1 -1 E_RT_NONE U
3 4 2 196.70 0.66 -1.00 -1 -1 E_RT_NONE U
4 5 2 517.04 1.72 -1.00 -1 -1 E_RT_NONE U
5 6 4 342.53 1.14 -1.00 -1 -1 E_RT_NONE U
6 7 1 91.55 0.31 -1.00 -1 -1 E_RT_NONE U
7 8 6 74.81 0.25 -1.00 -1 -1 E_RT_NONE U
8 9 5 93.43 0.31 -1.00 -1 -1 E_RT_NONE U
9 10 1 411.06 1.37 -1.00 -1 -1 E_RT_NONE U
10 11 4 322.22 1.07 -1.00 -1 -1 E_RT_NONE U
11 12 10 218.63 0.73 -1.00 -1 -1 E_RT_NONE U
12 13 0 382.10 1.27 -1.00 -1 -1 E_RT_NONE U
13 14 9 523.44 1.75 -1.00 -1 -1 E_RT_NONE U
14 15 3 161.01 0.54 -1.00 -1 -1 E_RT_NONE U
15 16 12 92.44 0.31 -1.00 -1 -1 E_RT_NONE U
16 17 15 156.97 0.52 -1.00 -1 -1 E_RT_NONE U
17 18 1 40.85 0.14 -1.00 -1 -1 E_RT_NONE U
18 19 16 388.58 1.30 -1.00 -1 -1 E_RT_NONE U
19 20 3 96.32 0.32 -1.00 -1 -1 E_RT_NONE U
20 21 7 389.68 1.30 -1.00 -1 -1 E_RT_NONE U
21 22 3 22.36 0.07 -1.00 -1 -1 E_RT_NONE U
22 23 22 108.05 0.36 -1.00 -1 -1 E_RT_NONE U
23 24 21 307.23 1.02 -1.00 -1 -1 E_RT_NONE U
24 25 8 107.69 0.36 -1.00 -1 -1 E_RT_NONE U
25 26 11 231.35 0.77 -1.00 -1 -1 E_RT_NONE U
26 27 19 87.00 0.29 -1.00 -1 -1 E_RT_NONE U
27 28 7 65.76 0.22 -1.00 -1 -1 E_RT_NONE U
28 29 14 145.67 0.49 -1.00 -1 -1 E_RT_NONE U
29 30 3 143.39 0.48 -1.00 -1 -1 E_RT_NONE U
30 31 28 138.23 0.46 -1.00 -1 -1 E_RT_NONE U
31 32 19 17.46 0.06 -1.00 -1 -1 E_RT_NONE U
32 33 16 155.86 0.52 -1.00 -1 -1 E_RT_NONE U
33 34 28 221.10 0.74 -1.00 -1 -1 E_RT_NONE U
34 35 6 50.22 0.17 -1.00 -1 -1 E_RT_NONE U
35 36 32 147.25 0.49 -1.00 -1 -1 E_RT_NONE U
36 37 30 198.59 0.66 -1.00 -1 -1 E_RT_NONE U
37 38 29 417.70 1.39 -1.00 -1 -1 E_RT_NONE U
38 39 9 274.58 0.92 -1.00 -1 -1 E_RT_NONE U
39 40 29 99.36 0.33 -1.00 -1 -1 E_RT_NONE U
40 41 31 121.66 0.41 -1.00 -1 -1 E_RT_NONE U
41 42 7 136.62 0.46 -1.00 -1 -1 E_RT_NONE U
42 43 39 555.65 1.85 -1.00 -1 -1 E_RT_NONE U
43 44 9 221.92 0.74 -1.00 -1 -1 E_RT_NONE U
44 45 40 399.11 1.33 -1.00 -1 -1 E_RT_NONE U
45 46 0 56.75 0.19 -1.00 -1 -1 E_RT_NONE U
46 47 38 512.06 1.71 -1.00 -1 -1 E_RT_NONE U
47 48 44 226.43 0.76 -1.00 -1 -1 E_RT_NONE U
48 49 39 23.19 0.08 -1.00 -1 -1 E_RT_NONE U
49 50 25 420.46 1.40 -1.00 -1 -1 E_RT_NONE U
50 51 9 40.52 0.14 -1.00 -1 -1 E_RT_NONE U
51 52 21 352.85 1.18 -1.00 -1 -1 E_RT_NONE U
52 53 19 130.97 0.44 -1.00 -1 -1 E_RT_NONE U
53 54 14 339.21 1.13 -1.00 -1 -1 E_RT_NONE U
54 55 28 171.83 0.57 -1.00 -1 -1 E_RT_NONE U
55 56 48 222.75 0.74 -1.00 -1 -1 E_RT_NONE U
56 57 29 45.35 0.15 -1.00 -1 -1 E_RT_NONE U
57 58 44 85.00 0.28 -1.00 -1 -1 E_RT_NONE U
58 59 14 410.48 1.37 -1.00 -1 -1 E_RT_NONE U
59 60 0 13.89 0.05 -1.00 -1 -1 E_RT_NONE U
60 61 27 199.02 0.66 -1.00 -1 -1 E_RT_NONE U
61 62 16 110.32 0.37 -1.00 -1 -1 E_RT_NONE U
62 63 14 309.41 1.03 -1.00 -1 -1 E_RT_NONE U
63 64 45 137.08 0.46 -1.00 -1 -1 E_RT_NONE U
64 65 60 124.40 0.41 -1.00 -1 -1 E_RT_NONE U
65 66 57 292.48 0.98 -1.00 -1 -1 E_RT_NONE U
66 67 29 104.06 0.35 -1.00 -1 -1 E_RT_NONE U
67 68 57 285.81 0.95 -1.00 -1 -1 E_RT_NONE U
68 69 21 179.71 0.60 -1.00 -1 -1 E_RT_NONE U
69 70 19 276.63 0.92 -1.00 -1 -1 E_RT_NONE U
70 71 2 65.86 0.22 -1.00 -1 -1 E_RT_NONE U
71 72 2 292.80 0.98 -1.00 -1 -1 E_RT_NONE U
72 73 64 456.93 1.52 -1.00 -1 -1 E_RT_NONE U
73 74 35 290.04 0.97 -1.00 -1 -1 E_RT_NONE U
74 75 54 250.01 0.83 -1.00 -1 -1 E_RT_NONE U
75 76 53 261.23 0.87 -1.00 -1 -1 E_RT_NONE U
76 77 13 144.81 0.48 -1.00 -1 -1 E_RT_NONE U
77 78 72 287.31 0.96 -1.00 -1 -1 E_RT_NONE U
78 79 48 63.25 0.21 -1.00 -1 -1 E_RT_NONE U
79 80 22 432.00 1.44 -1.00 -1 -1 E_RT_NONE U
80 81 27 42.01 0.14 -1.00 -1 -1 E_RT_NONE U
81 82 68 160.07 0.53 -1.00 -1 -1 E_RT_NONE U
82 83 4 84.29 0.28 -1.00 -1 -1 E_RT_NONE U
83 84 66 150.48 0.50 -1.00 -1 -1 E_RT_NONE U
84 85 83 168.05 0.56 -1.00 -1 -1 E_RT_NONE U
85 86 28 194.86 0.65 -1.00 -1 -1 E_RT_NONE U
86 87 47 191.19 0.64 -1.00 -1 -1 E_RT_NONE U
87 88 84 230.48 0.77 -1.00 -1 -1 E_RT_NONE U
88 89 72 303.66 1.01 -1.00 -1 -1 E_RT_NONE U
89 90 7 198.93 0.66 -1.00 -1 -1 E_RT_NONE U
90 91 51 221.46 0.74 -1.00 -1 -1 E_RT_NONE U
91 92 26 387.13 1.29 -1.00 -1 -1 E_RT_NONE U
92 93 36 22.67 0.08 -1.00 -1 -1 E_RT_NONE U
93 94 66 99.02 0.33 -1.00 -1 -1 E_RT_NONE U
94 95 32 135.96 0.45 -1.00 -1 -1 E_RT_NONE U
95 96 90 309.74 1.03 -1.00 -1 -1 E_RT_NONE U
96 97 50 58.82 0.20 -1.00 -1 -1 E_RT_NONE U
97 98 35 62.00 0.21 -1.00 -1 -1 E_RT_NONE U
98 99 71 173.83 0.58 -1.00 -1 -1 E_RT_NONE U
99 100 10 240.79 0.80 -1.00 -1 -1 E_RT_NONE U
100 101 47 97.74 0.33 -1.00 -1 -1 E_RT_NONE U
101 102 52 708.34 2.36 -1.00 -1 -1 E_RT_NONE U
102 103 16 412.70 1.38 -1.00 -1 -1 E_RT_NONE U
103 104 70 176.40 0.59 -1.00 -1 -1 E_RT_NONE U
104 105 23 219.37 0.73 -1.00 -1 -1 E_RT_NONE U
105 106 56 598.32 2.00 -1.00 -1 -1 E_RT_NONE U
106 107 78 198.34 0.66 -1.00 -1 -1 E_RT_NONE U
107 108 26 246.17 0.82 -1.00 -1 -1 E_RT_NONE U
108 109 42 249.73 0.83 -1.00 -1 -1 E_RT_NONE U
109 110 29 147.12 0.49 -1.00 -1 -1 E_RT_NONE U
110 111 110 514.49 1.72 -1.00 -1 -1 E_RT_NONE U
111 112 47 46.69 0.16 -1.00 -1 -1 E_RT_NONE U
112 113 45 92.78 0.31 -1.00 -1 -1 E_RT_NONE U
113 114 71 194.65 0.65 -1.00 -1 -1 E_RT_NONE U
114 115 65 157.70 0.53 -1.00 -1 -1 E_RT_NONE U
115 116 27 284.18 0.95 -1.00 -1 -1 E_RT_NONE U
116 117 73 494.99 1.65 -1.00 -1 -1 E_RT_NONE U
117 118 81 97.80 0.33 -1.00 -1 -1 E_RT_NONE U
118 119 58 81.06 0.27 -1.00 -1 -1 E_RT_NONE U
119 120 52 453.25 1.51 -1.00 -1 -1 E_RT_NONE U
120 121 26 235.08 0.78 -1.00 -1 -1 E_RT_NONE U
121 122 79 146.73 0.49 -1.00 -1 -1 E_RT_NONE U
122 123 20 88.02 0.29 -1.00 -1 -1 E_RT_NONE U
123 124 91 389.08 1.30 -1.00 -1 -1 E_RT_NONE U
124 125 116 318.16 1.06 -1.00 -1 -1 E_RT_NONE U
125 126 75 164.34 0.55 -1.00 -1 -1 E_RT_NONE U
126 127 105 73.82 0.25 -1.00 -1 -1 E_RT_NONE U
127 128 19 548.29 1.83 -1.00 -1 -1 E_RT_NONE U
128 129 52 383.16 1.28 -1.00 -1 -1 E_RT_NONE U
129 130 7 59.48 0.20 -1.00 -1 -1 E_RT_NONE U
130 131 48 333.65 1.11 -1.00 -1 -1 E_RT_NONE U
131 132 104 350.05 1.17 -1.00 -1 -1 E_RT_NONE U
132 133 125 188.45 0.63 -1.00 -1 -1 E_RT_NONE U
133 134 17 165.68 0.55 -1.00 -1 -1 E_RT_NONE U
134 135 108 171.11 0.57 -1.00 -1 -1 E_RT_NONE U
135 136 28 137.80 0.46 -1.00 -1 -1 E_RT_NONE U
136 137 67 214.95 0.72 -1.00 -1 -1 E_RT_NONE U
137 138 47 303.60 1.01 -1.00 -1 -1 E_RT_NONE U
138 139 102 138.24 0.46 -1.00 -1 -1 E_RT_NONE U
139 140 3 69.05 0.23 -1.00 -1 -1 E_RT_NONE U
140 141 35 167.86 0.56 -1.00 -1 -1 E_RT_NONE U
141 142 116 347.25 1.16 -1.00 -1 -1 E_RT_NONE U
142 143 132 202.43 0.68 -1.00 -1 -1 E_RT_NONE U
143 144 70 190.88 0.64 -1.00 -1 -1 E_RT_NONE U
144 145 130 121.00 0.40 -1.00 -1 -1 E_RT_NONE U
145 146 91 57.08 0.19 -1.00 -1 -1 E_RT_NONE U
146 147 42 514.13 1.71 -1.00 -1 -1 E_RT_NONE U
147 148 54 92.91 0.31 -1.00 -1 -1 E_RT_NONE U
148 149 145 114.06 0.38 -1.00 -1 -1 E_RT_NONE U
149 150 3 498.62 1.66 -1.00 -1 -1 E_RT_NONE U
150 151 91 144.27 0.48 -1.00 -1 -1 E_RT_NONE U
151 152 121 139.71 0.47 -1.00 -1 -1 E_RT_NONE U
152 153 38 225.89 0.75 -1.00 -1 -1 E_RT_NONE U
153 154 127 261.09 0.87 -1.00 -1 -1 E_RT_NONE U
154 155 27 146.32 0.49 -1.00 -1 -1 E_RT_NONE U
155 156 42 230.87 0.77 -1.00 -1 -1 E_RT_NONE U
156 157 1 187.83 0.63 -1.00 -1 -1 E_RT_NONE U
157 158 134 51.48 0.17 -1.00 -1 -1 E_RT_NONE U
158 159 53 135.87 0.45 -1.00 -1 -1 E_RT_NONE U
159 160 104 64.01 0.21 -1.00 -1 -1 E_RT_NONE U
160 161 124 243.08 0.81 -1.00 -1 -1 E_RT_NONE U
161 162 96 233.50 0.78 -1.00 -1 -1 E_RT_NONE U
162 163 114 163.78 0.55 -1.00 -1 -1 E_RT_NONE U
163 164 107 473.63 1.58 -1.00 -1 -1 E_RT_NONE U
164 165 110 254.79 0.85 -1.00 -1 -1 E_RT_NONE U
165 166 131 138.74 0.46 -1.00 -1 -1 E_RT_NONE U
166 167 52 68.88 0.23 -1.00 -1 -1 E_RT_NONE U
167 168 63 259.62 0.87 -1.00 -1 -1 E_RT_NONE U
168 169 33 140.77 0.47 -1.00 -1 -1 E_RT_NONE U
169 170 97 447.84 1.49 -1.00 -1 -1 E_RT_NONE U
170 171 162 141.68 0.47 -1.00 -1 -1 E_RT_NONE U
171 172 102 136.68 0.46 -1.00 -1 -1 E_RT_NONE U
172 173 121 92.36 0.31 -1.00 -1 -1 E_RT_NONE U
173 174 137 123.82 0.41 -1.00 -1 -1 E_RT_NONE U
174 175 135 82.88 0.28 -1.00 -1 -1 E_RT_NONE U
175 176 138 130.83 0.44 -1.00 -1 -1 E_RT_NONE U
176 177 77 233.56 0.78 -1.00 -1 -1 E_RT_NONE U
177 178 147 385.03 1.28 -1.00 -1 -1 E_RT_NONE U
178 179 166 347.24 1.16 -1.00 -1 -1 E_RT_NONE U
179 180 166 469.14 1.56 -1.00 -1 -1 E_RT_NONE U
180 181 139 132.00 0.44 -1.00 -1 -1 E_RT_NONE U
181 182 138 397.13 1.32 -1.00 -1 -1 E_RT_NONE U
